sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
303,"Purdue Fort Wayne Mastodons",32,21.4,37.1,21.3,0.999,21.4,10.4,11,48.5,48.5,0.05,4.8,48.5,21.4,10.4,11,48.5,0,0,0,,0
304,"Nicholls State Colonels",28,22.4,39.8,22.4,0.998,22.4,10.9,11.5,48.7,48.7,0.05,4.8,48.7,22.4,10.9,11.5,48.7,0,0,0,,0
304,"Chicago State Cougars",24,18.2,30.2,18.2,0.998,18.2,8.8,9.5,48.1,48.1,0.05,4.6,48.3,18.2,8.8,9.5,48.1,0,0,0,,0
306,"St. Francis (NY) Terriers",30,20.4,37.3,20.3,0.995,20.4,9.8,10.6,48,48,0.06,5.6,48,20.4,9.8,10.6,48,0,0,0,,0
307,"Charleston Southern Buccaneers",30,17.8,30.4,17.6,0.991,17.8,8.6,9.2,48.2,48.2,0.05,4.7,48.2,17.8,8.6,9.2,48.2,0,0,0,,0
308,"Cincinnati Bearcats",30,24.2,41.4,23.9,0.99,24.2,11.5,12.7,47.4,47.4,0.06,6.5,47.4,24.2,11.5,12.7,47.4,0,0,0,,0
308,"North Carolina-Wilmington Seahawks",30,20.6,38.5,20.4,0.99,20.6,9.8,10.8,47.5,47.5,0.05,4.9,47.5,20.6,9.8,10.8,47.5,0,0,0,,0
310,"Alcorn State Braves",28,26.1,42.3,25.9,0.989,26.1,12.4,13.7,47.5,47.5,0.07,6.6,47.5,26.1,12.4,13.7,47.5,0,0,0,,0
311,"Robert Morris Colonials",30,19.3,32.1,19,0.988,19.3,9.1,10.2,47.1,47.1,0.07,6.6,47.1,19.3,9.1,10.2,47.1,0,0,0,,0
311,"Central Michigan Chippewas",29,22.2,35.7,22,0.988,22.2,10.8,11.4,48.5,48.5,0.03,3.3,48.5,22.2,10.8,11.4,48.5,0,0,0,,0
313,"Central Arkansas Bears",26,20.6,38.2,20.3,0.987,20.6,9.7,10.9,47.2,47.2,0.05,5.4,47.2,20.6,9.7,10.9,47.2,0,0,0,,0
314,"Grambling State Tigers",30,19,32.7,18.8,0.986,19,9,10.1,47.1,47.1,0.06,6.1,47.1,19,9,10.1,47.1,0,0,0,,0
315,"Southern University Jaguars",33,20.1,35.3,19.7,0.983,20.1,9.5,10.6,47.3,47.3,0.06,6.2,47.3,20.1,9.5,10.6,47.3,0,0,0,,0
315,"Arizona State Sun Devils",28,21.1,32.6,20.8,0.983,21.1,10.1,11,47.9,47.9,0.04,4.4,47.9,21.1,10.1,11,47.9,0,0,0,,0
317,"Texas Southern Tigers",28,21.5,35.5,21.1,0.982,21.5,10.2,11.3,47.4,47.4,0.06,5.6,47.4,21.5,10.2,11.3,47.4,0,0,0,,0
318,"Loyola (MD) Greyhounds",31,19.6,36.6,19.3,0.98,19.6,9.3,10.4,47.3,47.3,0.05,5.1,47.3,19.6,9.3,10.4,47.3,0,0,0,,0
318,"Temple Owls",30,21.5,35.3,21,0.98,21.5,10.2,11.3,47.4,47.4,0.05,5,47.4,21.5,10.2,11.3,47.4,0,0,0,,0
318,"Merrimack Warriors",31,22.3,37.5,21.8,0.98,22.3,10.6,11.6,47.8,47.8,0.04,4.3,47.8,22.3,10.6,11.6,47.8,0,0,0,,0
321,"Seattle Redhawks",30,22,39.1,21.5,0.977,22,10.5,11.6,47.5,47.5,0.04,4.4,47.5,22,10.5,11.6,47.5,0,0,0,,0
321,"Cal State Bakersfield Roadrunners",31,18,33.3,17.6,0.977,18,8.5,9.5,47.3,47.3,0.05,5.4,47.3,18,8.5,9.5,47.3,0,0,0,,0
323,"USC Trojans",31,22.7,38.2,22.2,0.976,22.7,10.8,11.9,47.7,47.7,0.04,4.4,47.7,22.7,10.8,11.9,47.7,0,0,0,,0
324,"Cornell Big Red",27,23.5,39.4,22.9,0.975,23.5,11,12.4,47,47,0.06,6,47,23.5,11,12.4,47,0,0,0,,0
325,"Queens University of Charlotte Royals",29,19.4,32.2,18.9,0.972,19.4,9.1,10.3,47,47,0.05,4.6,47,19.4,9.1,10.3,47,0,0,0,,0
326,"Northwestern State Demons",29,18.5,30.7,18,0.97,18.5,8.7,9.9,46.7,46.7,0.06,5.6,46.7,18.5,8.7,9.9,46.7,0,0,0,,0
327,"Charleston Cougars",29,18.8,28.4,18.2,0.969,18.8,8.8,10,46.9,46.9,0.06,5.7,46.9,18.8,8.8,10,46.9,0,0,0,,0
327,"Furman Paladins",30,25.5,42.5,24.7,0.969,25.5,11.9,13.7,46.5,46.5,0.05,5.4,46.5,25.5,11.9,13.7,46.5,0,0,0,,0
329,"Hampton Pirates",30,25.1,41.7,24.3,0.968,25.1,11.8,13.3,46.9,46.9,0.05,4.5,46.9,25.1,11.8,13.3,46.9,0,0,0,,0
330,"Longwood Lancers",30,24,40.5,23.1,0.961,24,11.1,12.9,46.2,46.2,0.06,5.7,46.2,24,11.1,12.9,46.2,0,0,0,,0
331,"Mississippi Valley State Delta Devils",27,18.1,30.9,17.4,0.959,18.1,8.4,9.8,46.1,46.1,0.06,6.1,46.1,18.1,8.4,9.8,46.1,0,0,0,,0
331,"UC Riverside Highlanders",32,18.3,32.5,17.6,0.959,18.3,8.4,9.9,45.8,45.8,0.06,5.6,45.8,18.3,8.4,9.9,45.8,0,0,0,,0
333,"Florida A&M Rattlers",29,21.2,36.7,20.3,0.958,21.2,9.9,11.3,46.6,46.6,0.04,4.1,46.6,21.2,9.9,11.3,46.6,0,0,0,,0
334,"Weber State Wildcats",31,19.6,37.7,18.7,0.954,19.6,9,10.6,45.7,45.7,0.06,5.8,45.7,19.6,9,10.6,45.7,0,0,0,,0
335,"George Washington Colonials",31,22.7,36.5,21.6,0.953,22.7,10.6,12.1,46.8,46.8,0.02,2.4,46.8,22.7,10.6,12.1,46.8,0,0,0,,0
336,"Sam Houston State Bearkats",31,25.3,38.6,24,0.949,25.3,11.4,13.9,45.1,45.1,0.07,6.5,45.1,25.3,11.4,13.9,45.1,0,0,0,,0
337,"Alabama A&M Bulldogs",29,20.9,38.1,19.8,0.946,20.9,9.4,11.5,45,45,0.07,6.9,45,20.9,9.4,11.5,45,0,0,0,,0
338,"Xavier Musketeers",30,24.1,42.6,22.8,0.945,24.1,11.1,13.1,45.9,45.9,0.04,4,45.9,24.1,11.1,13.1,45.9,0,0,0,,0
339,"Navy Midshipmen",30,15.9,27.7,15,0.944,15.9,7.3,8.7,45.6,45.6,0.05,5,45.6,15.9,7.3,8.7,45.6,0,0,0,,0
340,"Yale Bulldogs",27,21.4,36.2,20.1,0.94,21.4,9.7,11.7,45.3,45.3,0.06,6,45.3,21.4,9.7,11.7,45.3,0,0,0,,0
341,"Loyola (Chicago) Ramblers",30,21.5,39,20.1,0.936,21.5,9.6,11.9,44.8,44.8,0.06,6,44.8,21.5,9.6,11.9,44.8,0,0,0,,0
342,"Massachusetts Lowell",27,20.6,39.3,19.3,0.935,20.6,9.3,11.4,44.9,44.9,0.06,5.6,44.9,20.6,9.3,11.4,44.9,0,0,0,,0
342,"Bethune-Cookman Wildcats",29,22.8,37.7,21.3,0.935,22.8,10.2,12.6,44.8,44.8,0.06,5.8,44.8,22.8,10.2,12.6,44.8,0,0,0,,0
344,"Western Carolina Lady Catamounts",30,19.5,36.1,18.2,0.933,19.5,8.8,10.7,45.2,45.2,0.06,6,45.2,19.5,8.8,10.7,45.2,0,0,0,,0
345,"UCF Knights",29,23.8,39.4,22.2,0.931,23.8,10.6,13.2,44.6,44.6,0.06,6.2,44.6,23.8,10.6,13.2,44.6,0,0,0,,0
346,"Saint Francis (PA) Red Flash",29,20.8,38.5,19.4,0.93,20.8,9.5,11.3,45.7,45.7,0.04,4,45.7,20.8,9.5,11.3,45.7,0,0,0,,0
347,"St. Bonaventure Bonnies",32,18.2,33.7,16.9,0.928,18.2,8.2,10,45,45,0.05,4.8,45,18.2,8.2,10,45,0,0,0,,0
348,"Texas-(Rio Grande Valley) Vaqueros",30,19.7,32.3,18.2,0.926,19.7,8.8,10.9,44.7,44.7,0.04,4.4,44.7,19.7,8.8,10.9,44.7,0,0,0,,0
349,"South Carolina State Bulldogs",30,17.3,34.2,15.9,0.921,17.3,7.8,9.5,45.1,45.1,0.05,5,45.1,17.3,7.8,9.5,45.1,0,0,0,,0
350,"San Jose State Spartans",31,23.9,42.4,21.9,0.918,23.9,10.6,13.2,44.6,44.6,0.05,4.7,44.6,23.9,10.6,13.2,44.6,0,0,0,,0
351,"Western Illinois Leathernecks",28,24.6,39.8,22.5,0.914,24.6,10.9,13.7,44.2,44.2,0.04,4.2,44.2,24.6,10.9,13.7,44.2,0,0,0,,0
352,"South Alabama Jaguars",30,18.5,31.7,16.7,0.904,18.5,7.9,10.5,43,43,0.06,6.1,43,18.5,7.9,10.5,43,0,0,0,,0
353,"Coppin State Eagles",30,22,37.6,19.9,0.903,22,9.6,12.4,43.8,43.8,0.05,5.3,43.8,22,9.6,12.4,43.8,0,0,0,,0
353,"Cal Poly SLO Mustangs",28,20.9,39.5,18.9,0.903,20.9,9.1,11.8,43.7,43.7,0.04,4.4,43.7,20.9,9.1,11.8,43.7,0,0,0,,0
355,"Saint Peter's Peacocks",30,17.8,34.7,16,0.901,17.8,7.8,10,43.7,43.7,0.04,4.1,43.7,17.8,7.8,10,43.7,0,0,0,,0
356,"Evansville Aces",30,25.2,45.3,22.7,0.898,25.2,10.8,14.4,42.9,42.9,0.06,5.5,42.9,25.2,10.8,14.4,42.9,0,0,0,,0
357,"Howard Bison",30,19.7,32.7,17.4,0.883,19.7,8.3,11.4,42,42,0.06,5.8,42,19.7,8.3,11.4,42,0,0,0,,0
358,"New Hampshire Wildcats",28,20.3,36.7,17.9,0.88,20.3,8.6,11.7,42.4,42.4,0.05,4.9,42.4,20.3,8.6,11.7,42.4,0,0,0,,0
359,"Delaware State Hornets",26,18.4,35.5,16.2,0.877,18.4,7.8,10.6,42.4,42.4,0.04,4.2,42.4,18.4,7.8,10.6,42.4,0,0,0,,0
360,"Utah State Aggies",30,23.1,38.9,20.2,0.875,23.1,9.7,13.4,41.9,41.9,0.05,5.2,41.9,23.1,9.7,13.4,41.9,0,0,0,,0
361,"Dartmouth Big Green",28,22.4,39.8,19.3,0.86,22.4,9.3,13.1,41.3,41.3,0.05,5.1,41.3,22.4,9.3,13.1,41.3,0,0,0,,0
362,"Hartford Hawks",28,16.9,28.4,13.9,0.821,16.9,6.8,10.2,39.9,39.9,0.03,3.2,39.9,16.9,6.8,10.2,39.9,0,0,0,,0
