sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
156,"Marquette Golden Eagles",32,2546,100,2232,0.877,1895,846,1049,44.6,50.2,18.2,9.2,0.23,7.3,40.2,1307,635,672,48.6,588,211,377,35.9,0.31
156,"UC Davis Aggies",34,2594,100,2099,0.809,1895,778,1117,41.1,48.6,20.6,7.7,0.19,5.9,35.8,1026,492,534,48,869,286,583,32.9,0.46
159,"Oakland Golden Grizzlies",29,2591,100,2064,0.797,1894,723,1171,38.2,43.2,15.9,13.5,0.34,11.2,37.7,1257,534,723,42.5,637,189,448,29.7,0.34
160,"Le Moyne Dolphins",33,2583,100,1898,0.735,1893,690,1203,36.5,40.4,17.9,10.6,0.27,8.4,34.7,1342,539,803,40.2,551,151,400,27.4,0.29
161,"Indiana State Sycamores",32,2699,100,2048,0.759,1891,722,1169,38.2,42.2,19.7,11.9,0.32,9.3,36.2,1361,570,791,41.9,530,152,378,28.7,0.28
161,"UC Irvine Anteaters",32,2579,100,2012,0.78,1891,746,1145,39.5,43.1,17.4,11.1,0.28,8.5,37.4,1340,607,733,45.3,551,139,412,25.2,0.29
161,"Southern Illinois Salukis",31,2638,100,2028,0.769,1891,734,1157,38.8,42.5,17.9,12.5,0.32,10.2,37.5,1421,594,827,41.8,470,140,330,29.8,0.25
164,"UC Riverside Highlanders",32,2526,100,1867,0.739,1888,682,1206,36.1,40.5,16.9,9.9,0.25,7.6,34.7,1285,518,767,40.3,603,164,439,27.2,0.32
165,"North Dakota Fighting Hawks",30,2648,100,1996,0.754,1880,731,1149,38.9,42.6,19.8,11.2,0.29,9,36,1360,593,767,43.6,520,138,382,26.5,0.28
165,"North Texas Mean Green",32,2738,100,2356,0.86,1880,861,1019,45.8,49.7,19.1,14.4,0.39,10.3,42,1390,716,674,51.5,490,145,345,29.6,0.26
167,"Grand Canyon University Antelopes",32,2571,100,2215,0.862,1878,828,1050,44.1,49.1,18,10.7,0.27,8.7,40.5,1290,639,651,49.5,588,189,399,32.1,0.31
168,"Elon Phoenix",32,2552,100,1694,0.664,1877,653,1224,34.8,38.5,19.7,8.3,0.21,6.4,31.3,1335,515,820,38.6,542,138,404,25.5,0.29
168,"Delaware Fightin Blue Hens",31,2642,100,2088,0.79,1877,769,1108,41,45.9,20.3,10.5,0.27,8.3,37,1249,583,666,46.7,628,186,442,29.6,0.33
170,"Southern Indiana Screaming Eagles",32,2628,100,2292,0.872,1875,838,1037,44.7,50.9,19.7,10.6,0.27,7.8,40.1,1231,604,627,49.1,644,234,410,36.3,0.34
171,"Arizona State Sun Devils",31,2484,100,1909,0.769,1872,703,1169,37.6,41.3,14.8,11.4,0.28,9.4,37.2,1432,563,869,39.3,440,140,300,31.8,0.24
172,"Radford Highlanders",33,2641,100,1885,0.714,1867,683,1184,36.6,41.4,20.8,10,0.26,8,33.6,1227,504,723,41.1,640,179,461,28,0.34
173,"Indiana Hoosiers",32,2486,100,2518,1.013,1866,934,932,50.1,57.1,15.7,12.1,0.28,9.7,46.1,1187,670,517,56.4,679,264,415,38.9,0.36
173,"Pittsburgh Panthers",32,2621,100,1943,0.741,1866,733,1133,39.3,43,20.6,10.1,0.26,8.2,35.5,1364,595,769,43.6,502,138,364,27.5,0.27
175,"South Dakota State Jackrabbits",33,2608,100,2418,0.927,1865,879,986,47.1,53.1,18,13.2,0.33,10.5,43.2,1267,656,611,51.8,598,223,375,37.3,0.32
176,"New Orleans Privateers",30,2639,100,1858,0.704,1863,652,1211,35,38.3,19.4,12.2,0.31,10.1,34,1419,530,889,37.4,444,122,322,27.5,0.24
177,"Columbia Lions",30,2512,100,2264,0.901,1860,837,1023,45,51.4,17.2,10.4,0.27,8.5,41.4,1120,599,521,53.5,740,238,502,32.2,0.4
177,"Stetson Hatters",33,2622,100,1883,0.718,1860,692,1168,37.2,40.4,19.3,12.4,0.31,9.2,34.9,1311,572,739,43.6,549,120,429,21.9,0.3
179,"Texas Tech Lady Raiders",33,2619,100,2128,0.813,1856,737,1119,39.7,45.6,19.4,11.8,0.31,8.9,37.3,1162,517,645,44.5,694,220,474,31.7,0.37
179,"Kansas Jayhawks",33,2570,100,2248,0.875,1856,807,1049,43.5,48.3,16.8,13.7,0.34,11.4,41.5,1299,628,671,48.3,557,179,378,32.1,0.3
181,"Seton Hall Pirates",32,2466,100,2036,0.826,1853,757,1096,40.9,45.6,16.5,10.3,0.25,8.5,38.4,1277,580,697,45.4,576,177,399,30.7,0.31
181,"Siena Saints",30,2541,100,2050,0.807,1853,774,1079,41.8,47.4,19.6,9.1,0.23,6.8,37,1196,564,632,47.2,657,210,447,32,0.35
183,"Colgate Raiders",34,2520,100,2099,0.833,1850,791,1059,42.8,46.3,17.3,11.2,0.28,8,39.9,1463,660,803,45.1,387,131,256,33.9,0.21
183,"Northern Illinois Huskies",31,2529,100,1981,0.783,1850,729,1121,39.4,45.1,18.8,9.5,0.24,7.1,36.3,1171,519,652,44.3,679,210,469,30.9,0.37
185,"Southeastern Louisiana Lions",31,2494,100,1957,0.785,1849,737,1112,39.9,42.8,16.1,11.9,0.29,9.6,38.4,1454,629,825,43.3,395,108,287,27.3,0.21
185,"Montana State Bobcats",33,2599,100,1933,0.744,1849,684,1165,37,41.1,19.2,11.3,0.3,8.8,35.5,1275,533,742,41.8,574,151,423,26.3,0.31
187,"Lipscomb Bisons",30,2508,100,2032,0.81,1848,728,1120,39.4,45.3,16.7,11.4,0.28,8.5,37.5,1135,510,625,44.9,713,218,495,30.6,0.39
188,"Furman Paladins",31,2612,100,2045,0.783,1847,731,1116,39.6,44.6,19.4,11.6,0.3,9.1,36.9,1233,547,686,44.4,614,184,430,30,0.33
189,"Tennessee State Tigers",30,2618,100,1854,0.708,1845,698,1147,37.8,40.4,20.2,10.8,0.29,8.4,35.1,1458,602,856,41.3,387,96,291,24.8,0.21
190,"South Alabama Jaguars",32,2690,100,1933,0.719,1843,676,1167,36.7,41.6,21.8,11,0.3,8.7,33.9,1234,495,739,40.1,609,181,428,29.7,0.33
191,"Brigham Young Cougars",33,2637,100,2139,0.811,1842,792,1050,43,49.2,20.7,10.7,0.29,8.2,37.9,1198,565,633,47.2,644,227,417,35.2,0.35
192,"Lamar Cardinals",31,2488,100,2057,0.827,1839,768,1071,41.8,45.3,16.1,11.7,0.3,9.2,40,1350,638,712,47.3,489,130,359,26.6,0.27
193,"Louisiana Tech Lady Techsters",33,2549,100,2051,0.805,1837,750,1087,40.8,46.2,19.1,10.7,0.27,8.5,37.4,1202,552,650,45.9,635,198,437,31.2,0.35
194,"Louisiana-(Lafayette) Ragin Cajuns",33,2513,100,1942,0.773,1836,714,1122,38.9,43.5,18,11.1,0.28,9,36.2,1291,544,747,42.1,545,170,375,31.2,0.3
195,"TCU Horned Frogs",32,2482,100,2210,0.89,1835,787,1048,42.9,51.1,17.8,10.1,0.25,7.9,39.2,1006,487,519,48.4,829,300,529,36.2,0.45
196,"Gardner-Webb Runnin Bulldogs",30,2541,100,1863,0.733,1834,683,1151,37.2,43.4,20.9,8.2,0.21,6.8,33.1,1062,456,606,42.9,772,227,545,29.4,0.42
196,"Sam Houston State Bearkats",29,2646,100,1906,0.72,1834,643,1191,35.1,39.1,19,13.6,0.37,10.6,34.6,1294,493,801,38.1,540,150,390,27.8,0.29
198,"Texas A&M-(Corpus Christi) Islanders",31,2624,100,2050,0.781,1833,728,1105,39.7,43.8,18.8,13.4,0.36,10.5,37.9,1249,579,670,46.4,584,149,435,25.5,0.32
199,"Northern Kentucky Norse",32,2574,100,2162,0.84,1832,765,1067,41.8,47.9,18.5,12.9,0.33,9.9,38.9,1145,541,604,47.2,687,224,463,32.6,0.38
200,"San Francisco Dons",30,2504,100,1986,0.793,1831,717,1114,39.2,44.4,17.5,11.3,0.28,8.7,37.2,1190,524,666,44,641,193,448,30.1,0.35
201,"Bellarmine Knights",29,2535,100,1937,0.764,1830,692,1138,37.8,42.5,18.2,11,0.29,8.1,36.1,1219,520,699,42.7,611,172,439,28.2,0.33
201,"Weber State Wildcats",33,2557,100,1882,0.736,1830,686,1144,37.5,42,19.8,10.3,0.27,8.9,34.6,1273,520,753,40.8,557,166,391,29.8,0.3
203,"Southern Utah Thunderbirds",30,2453,100,1965,0.801,1828,756,1072,41.4,46.3,17.9,9.4,0.23,7.3,37.5,1193,574,619,48.1,635,182,453,28.7,0.35
204,"Clemson Tigers",31,2569,100,2157,0.84,1827,780,1047,42.7,48.5,19.9,11.6,0.29,9.4,38.7,1151,567,584,49.3,676,213,463,31.5,0.37
205,"SIU Edwardsville Cougars",31,2603,100,2102,0.808,1825,708,1117,38.8,45.5,20.2,11.6,0.31,8.9,36.4,1115,463,652,41.5,710,245,465,34.5,0.39
206,"McNeese State Cowgirls",31,2697,100,2010,0.745,1824,691,1133,37.9,42,21.1,13.2,0.36,10.5,35.8,1292,541,751,41.9,532,150,382,28.2,0.29
207,"Oregon Ducks",32,2502,100,1914,0.765,1822,713,1109,39.1,42.6,17.6,11.5,0.29,9.7,37,1386,586,800,42.3,436,127,309,29.1,0.24
208,"Nebraska-Omaha Mavericks",31,2625,100,2236,0.852,1821,749,1072,41.1,46.5,17.9,15.2,0.4,11,40.5,1239,553,686,44.6,582,196,386,33.7,0.32
209,"Washington Huskies",31,2343,100,1983,0.846,1819,760,1059,41.8,47.5,15.3,8.5,0.2,7.2,38.7,1158,553,605,47.8,661,207,454,31.3,0.36
210,"Georgia Lady Bulldogs",30,2491,100,1887,0.758,1817,729,1088,40.1,43,18.5,10.5,0.26,8.8,36.9,1427,624,803,43.7,390,105,285,26.9,0.21
211,"Queens University of Charlotte Royals",29,2526,100,1789,0.708,1814,669,1145,36.9,40.2,19.2,11,0.28,9.3,34.3,1363,549,814,40.3,451,120,331,26.6,0.25
212,"Abilene Christian Wildcats",30,2496,100,2082,0.834,1813,737,1076,40.7,47.7,18.4,10.7,0.27,8.6,37.7,949,480,469,50.6,864,257,607,29.7,0.48
212,"Tulane Green Wave",32,2499,100,2055,0.822,1813,750,1063,41.4,47.7,19.9,9.2,0.23,7,37.3,1077,519,558,48.2,736,231,505,31.4,0.41
214,"Monmouth Hawks",32,2571,100,2046,0.796,1808,733,1075,40.5,46.2,20.5,10.9,0.29,8.5,37,1154,528,626,45.8,654,205,449,31.3,0.36
214,"Texas State Bobcats",32,2610,100,2064,0.791,1808,736,1072,40.7,45.6,20.9,11.5,0.31,8.7,37.2,1255,560,695,44.6,553,176,377,31.8,0.31
216,"Northwestern Wildcats",30,2461,100,1980,0.805,1807,744,1063,41.2,45.7,18.9,9.4,0.23,8,37.4,1333,579,754,43.4,474,165,309,34.8,0.26
216,"Western Illinois Leathernecks",30,2556,100,2221,0.869,1807,758,1049,41.9,47.9,17.8,13.6,0.36,10.3,40.4,1168,542,626,46.4,639,216,423,33.8,0.35
218,"Princeton Tigers",30,2352,100,2061,0.876,1805,816,989,45.2,49.3,15.9,9.4,0.22,7.2,41.4,1349,668,681,49.5,456,148,308,32.5,0.25
219,"Massachusetts Minutewomen",32,2510,100,1857,0.74,1804,715,1089,39.6,44,20.9,8.4,0.22,6.9,34.8,1286,557,729,43.3,518,158,360,30.5,0.29
219,"Colorado State Rams",31,2244,100,2120,0.945,1804,793,1011,44,51.1,12.6,8.7,0.2,7.3,41.9,1079,536,543,49.7,725,257,468,35.4,0.4
221,"La Salle Explorers",30,2424,100,1725,0.712,1803,626,1177,34.7,41.3,18.9,8.4,0.2,6.6,31.6,949,389,560,41,854,237,617,27.8,0.47
221,"Morehead State Eagles",30,2551,100,1978,0.775,1803,706,1097,39.2,44.7,19.2,12.2,0.32,8.9,36.5,1148,506,642,44.1,655,200,455,30.5,0.36
223,"Charleston Southern Buccaneers",30,2580,100,1819,0.705,1802,691,1111,38.3,42.2,22.4,9.1,0.24,6.7,33.7,1319,553,766,41.9,483,138,345,28.6,0.27
224,"Merrimack Warriors",31,2556,100,1829,0.716,1799,646,1153,35.9,40.8,20.6,10.5,0.28,7.7,33.4,1170,471,699,40.3,629,175,454,27.8,0.35
224,"Howard Bison",31,2569,100,1818,0.708,1799,623,1176,34.6,38.7,18.8,12.9,0.34,10.3,34.3,1281,477,804,37.2,518,146,372,28.2,0.29
224,"Wake Forest Demon Deacons",32,2441,100,1895,0.776,1799,685,1114,38.1,43.7,18.1,9.8,0.25,7.9,35.7,1119,482,637,43.1,680,203,477,29.9,0.38
227,"Hofstra Pride",32,2584,100,1790,0.693,1798,649,1149,36.1,41.2,21.7,9.7,0.27,7.1,32.7,1187,464,723,39.1,611,185,426,30.3,0.34
227,"Wisconsin-(Milwaukee) Panthers",32,2506,100,2116,0.844,1798,766,1032,42.6,48.7,20.2,10.3,0.26,8.1,38.1,1118,546,572,48.8,680,220,460,32.4,0.38
229,"Morgan State Bears",30,2526,100,1606,0.636,1796,605,1191,33.7,36.7,21.1,9.1,0.24,8.2,31,1334,496,838,37.2,462,109,353,23.6,0.26
229,"Rutgers Scarlet Knights",32,2634,100,2105,0.799,1796,747,1049,41.6,46.2,21.5,13.1,0.35,11,37.8,1273,581,692,45.6,523,166,357,31.7,0.29
231,"Prairie View A&M Panthers",29,2588,100,1819,0.703,1793,662,1131,36.9,39.2,20.4,12.2,0.33,10.8,34.4,1424,580,844,40.7,369,82,287,22.2,0.21
232,"San Diego Toreros",31,2536,100,1931,0.761,1792,730,1062,40.7,43.6,20,11.2,0.29,8.6,37.7,1433,627,806,43.8,359,103,256,28.7,0.2
232,"Southern Methodist Mustangs",30,2482,100,2090,0.842,1792,778,1014,43.4,46.9,17.1,12.9,0.33,10,41.2,1378,652,726,47.3,414,126,288,30.4,0.23
234,"Detroit Titans",33,2609,100,1979,0.759,1788,740,1048,41.4,45.5,22.9,10.5,0.28,8.2,36.1,1306,593,713,45.4,482,147,335,30.5,0.27
235,"Wyoming Cowgirls",33,2373,100,2096,0.883,1785,808,977,45.3,50.7,17.6,8.8,0.21,6.5,40.9,1134,615,519,54.2,651,193,458,29.6,0.36
236,"Bradley Braves",32,2478,100,1929,0.778,1784,708,1076,39.7,44.9,20.1,10.2,0.25,8.4,36,1196,523,673,43.7,588,185,403,31.5,0.33
236,"Wisconsin Badgers",32,2579,100,2000,0.775,1784,712,1072,39.9,45.3,21.7,11.1,0.29,8.7,35.8,1106,521,585,47.1,678,191,487,28.2,0.38
238,"Tarleton State Texans",31,2448,100,1895,0.774,1783,682,1101,38.3,43.2,18.2,10.5,0.27,8.4,36.2,1207,504,703,41.8,576,178,398,30.9,0.32
239,"George Washington Revolutionaries",31,2467,100,1811,0.734,1782,650,1132,36.5,42.5,20,9.1,0.24,7.2,33.5,1074,436,638,40.6,708,214,494,30.2,0.4
240,"St. Thomas (MN) Tommies",31,2530,100,2101,0.83,1778,761,1017,42.8,48.3,20.8,10.8,0.28,7.9,38.4,1127,567,560,50.3,651,194,457,29.8,0.37
240,"North Alabama Lions",30,2505,100,2030,0.81,1778,731,1047,41.1,47.8,20.6,10.2,0.26,8.1,36.8,1025,493,532,48.1,753,238,515,31.6,0.42
242,"Youngstown State Penguins",32,2452,100,1925,0.785,1777,700,1077,39.4,45.4,20,8.9,0.23,6.9,35.8,1044,485,559,46.5,733,215,518,29.3,0.41
242,"Idaho State Bengals",30,2419,100,1780,0.736,1777,670,1107,37.7,40.9,17.9,9.9,0.25,7.6,35.5,1383,555,828,40.1,394,115,279,29.2,0.22
244,"Alabama A&M Bulldogs",30,2523,100,1827,0.724,1776,672,1104,37.8,41.1,19.9,11.3,0.3,8.7,35.4,1352,555,797,41.1,424,117,307,27.6,0.24
245,"Providence Friars",34,2656,100,1961,0.738,1772,713,1059,40.2,44.7,23.7,11.5,0.32,9.1,35.1,1271,554,717,43.6,501,159,342,31.7,0.28
246,"Maryland-Eastern Shore Hawks",29,2466,100,1785,0.724,1768,662,1106,37.4,41.1,19.2,10.8,0.28,9.1,34.9,1282,533,749,41.6,486,129,357,26.5,0.27
247,"Butler Bulldogs",32,2350,100,1992,0.848,1767,741,1026,41.9,49.4,18.4,8.2,0.19,6.8,37.2,1074,476,598,44.3,693,265,428,38.2,0.39
247,"Robert Morris Colonials",30,2396,100,1657,0.692,1767,629,1138,35.6,39.9,19.5,8,0.2,6.8,32.3,1132,478,654,42.2,635,151,484,23.8,0.36
249,"Alcorn State Braves",32,2586,100,1722,0.666,1766,623,1143,35.3,38.3,21.6,12.2,0.33,10,32.5,1325,516,809,38.9,441,107,334,24.3,0.25
250,"North Florida Ospreys",30,2437,100,1924,0.789,1765,702,1063,39.8,46.2,19.1,9.8,0.25,7.8,36.1,987,475,512,48.1,778,227,551,29.2,0.44
251,"Virginia Commonwealth Rams",32,2483,100,2009,0.809,1764,721,1043,40.9,45.9,19,12,0.31,9.3,38.1,1262,543,719,43,502,178,324,35.5,0.28
252,"N.J.I.T. Highlanders",32,2550,100,1807,0.709,1763,671,1092,38.1,41.5,22,10.7,0.29,8.9,34.1,1304,548,756,42,459,123,336,26.8,0.26
253,"Cal State Northridge Matadors",30,2490,100,1642,0.659,1762,601,1161,34.1,37.9,20.8,10,0.26,8.6,31.6,1238,469,769,37.9,524,132,392,25.2,0.3
254,"Missouri Tigers",30,2400,100,2090,0.871,1761,770,991,43.7,50.7,19.5,9.2,0.23,7.9,38.7,1046,525,521,50.2,715,245,470,34.3,0.41
254,"Mount St. Mary's Mountaineers",31,2380,100,1681,0.706,1761,636,1125,36.1,40.7,19.2,8.2,0.2,6.5,32.9,1140,475,665,41.7,621,161,460,25.9,0.35
256,"High Point Panthers",32,2459,100,1997,0.812,1759,702,1057,39.9,46.2,18.8,11.4,0.3,8.2,37.1,1020,479,541,47,739,223,516,30.2,0.42
256,"UC Santa Barbara Gauchos",31,2437,100,2010,0.825,1759,723,1036,41.1,47.4,19.4,9.8,0.26,8,37.5,1119,502,617,44.9,640,221,419,34.5,0.36
258,"Austin Peay Governors",34,2587,100,2087,0.807,1758,769,989,43.7,47.8,21.7,12.3,0.34,9.5,39.1,1286,627,659,48.8,472,142,330,30.1,0.27
259,"Akron Zips",30,2424,100,1851,0.764,1756,673,1083,38.3,43.3,18.8,10.5,0.26,8,35.6,1140,497,643,43.6,616,176,440,28.6,0.35
260,"New Mexico State Aggies",31,2486,100,1870,0.752,1755,698,1057,39.8,43.5,20.3,10.7,0.28,7.9,36.3,1322,566,756,42.8,433,132,301,30.5,0.25
261,"Fairleigh Dickinson Knights",31,2384,100,1808,0.758,1754,651,1103,37.1,43.4,18.9,8.7,0.22,6.1,34.4,1032,429,603,41.6,722,222,500,30.7,0.41
261,"Seattle Redhawks",29,2469,100,1828,0.74,1754,660,1094,37.6,43,20.6,9.7,0.25,7.7,34.3,1088,470,618,43.2,666,190,476,28.5,0.38
261,"Marist Red Foxes",31,2481,100,1719,0.693,1754,617,1137,35.2,39.8,21.1,9.7,0.25,7.5,32.4,1194,454,740,38,560,163,397,29.1,0.32
264,"Fordham Rams",29,2371,100,1801,0.76,1753,702,1051,40,44.5,19,8.9,0.22,7.5,35.6,1241,546,695,44,512,156,356,30.5,0.29
264,"North Carolina-Wilmington Seahawks",30,2520,100,1627,0.646,1753,580,1173,33.1,36,21.4,10.6,0.28,8.5,31.4,1295,477,818,36.8,458,103,355,22.5,0.26
266,"UC San Diego Tritons",31,2470,100,1811,0.733,1752,642,1110,36.6,41.8,20.2,10.3,0.28,7,33.8,1090,460,630,42.2,662,182,480,27.5,0.38
266,"Bowling Green Falcons",31,2419,100,2065,0.854,1752,753,999,43,49.1,18.2,11.1,0.28,8.8,39.4,1106,540,566,48.8,646,213,433,33,0.37
266,"Incarnate Word Cardinals",30,2393,100,1873,0.783,1752,655,1097,37.4,42.2,16.6,12.5,0.31,9.7,36.6,1095,486,609,44.4,657,169,488,25.7,0.38
269,"Texas Southern Tigers",29,2572,100,1717,0.668,1749,611,1138,34.9,39.3,23,10.2,0.28,7.9,32,1154,459,695,39.8,595,152,443,25.5,0.34
270,"USC Upstate Spartans",32,2555,100,1859,0.728,1747,657,1090,37.6,42.7,22.5,10.6,0.29,7.9,34.1,1173,480,693,40.9,574,177,397,30.8,0.33
270,"Central Connecticut State Blue Devils",30,2322,100,1724,0.742,1747,659,1088,37.7,41,17.3,9,0.22,6.9,35.6,1274,543,731,42.6,473,116,357,24.5,0.27
272,"Charlotte 49ers",31,2571,100,1979,0.77,1746,676,1070,38.7,43.3,20.6,12.8,0.36,8.6,37.2,1226,516,710,42.1,520,160,360,30.8,0.3
273,"Cal State Fullerton Titans",31,2432,100,1821,0.749,1745,683,1062,39.1,43.6,20.8,8.8,0.23,6.6,35.2,1227,528,699,43,518,155,363,29.9,0.3
274,"Kennesaw State Fighting Owls",30,2482,100,1762,0.71,1744,655,1089,37.6,40.3,19.9,11.7,0.31,9.9,34.9,1375,558,817,40.6,369,97,272,26.3,0.21
275,"Southern University Jaguars",30,2467,100,1822,0.739,1742,667,1075,38.3,41.8,18.9,12.1,0.32,9.7,35.9,1329,544,785,40.9,413,123,290,29.8,0.24
276,"Jacksonville State Gamecocks",29,2371,100,1707,0.72,1741,619,1122,35.6,40.9,19,9.5,0.23,7.5,33,1026,432,594,42.1,715,187,528,26.2,0.41
276,"Arkansas State Red Wolves",30,2368,100,1978,0.835,1741,693,1048,39.8,45.5,16.6,12.1,0.3,9.9,38.4,1087,495,592,45.5,654,198,456,30.3,0.38
276,"Oklahoma State Cowgirls",30,2349,100,2066,0.88,1741,763,978,43.8,50.2,17.6,10.1,0.25,8.2,40.2,1069,542,527,50.7,672,221,451,32.9,0.39
279,"Chattanooga Mocs",34,2354,100,2171,0.922,1737,768,969,44.2,50.5,15.9,12.7,0.31,10,42.4,1146,551,595,48.1,591,217,374,36.7,0.34
280,"Ohio Bobcats",30,2514,100,1909,0.759,1736,671,1065,38.7,44.7,21.8,11.1,0.29,8.4,35,996,462,534,46.4,740,209,531,28.2,0.43
281,"Longwood Lancers",29,2457,100,1760,0.716,1733,658,1075,38,41,20.5,11.4,0.29,9.4,34.9,1357,554,803,40.8,376,104,272,27.7,0.22
282,"Army Black Knights",29,2323,100,1717,0.739,1731,628,1103,36.3,40.8,17.3,10,0.24,8.4,34.6,1175,473,702,40.3,556,155,401,27.9,0.32
282,"Florida A&M Rattlers",30,2521,100,1775,0.704,1731,642,1089,37.1,41,22.3,10.3,0.28,7.7,33.9,1266,508,758,40.1,465,134,331,28.8,0.27
282,"Binghamton Bearcats",31,2302,100,1903,0.827,1731,720,1011,41.6,47.4,17.7,8.5,0.21,6.8,37.7,1122,519,603,46.3,609,201,408,33,0.35
285,"Loyola Marymount Lions",30,2359,100,1803,0.764,1729,666,1063,38.5,44.1,19,9.1,0.23,7.5,35.2,1117,474,643,42.4,612,192,420,31.4,0.35
285,"St. John's Red Storm",33,2336,100,1965,0.841,1729,733,996,42.4,46.8,17.1,11.1,0.27,9.2,39.6,1226,581,645,47.4,503,152,351,30.2,0.29
287,"Southeast Missouri State Redhawks",29,2422,100,1794,0.741,1724,647,1077,37.5,41.3,19.3,11.9,0.3,9.9,35.3,1246,517,729,41.5,478,130,348,27.2,0.28
287,"Idaho Vandals",31,2301,100,1845,0.802,1724,670,1054,38.9,44.7,17.3,9.3,0.23,7.3,36.3,1103,470,633,42.6,621,200,421,32.2,0.36
289,"UTEP Miners",30,2440,100,2007,0.823,1722,737,985,42.8,46.9,19.1,13.2,0.33,10.3,39.5,1288,597,691,46.4,434,140,294,32.3,0.25
290,"San Jose State Spartans",31,2475,100,1861,0.752,1718,695,1023,40.5,46.4,23.8,8.2,0.22,6.7,34.1,1090,492,598,45.1,628,203,425,32.3,0.37
290,"Tennessee-Martin Skyhawks",33,2462,100,2086,0.847,1718,742,976,43.2,48.9,20.9,11.7,0.31,9.7,38.9,1156,546,610,47.2,562,196,366,34.9,0.33
292,"Texas-(Rio Grande Valley) Vaqueros",29,2364,100,1718,0.727,1714,577,1137,33.7,39.2,17.5,11.5,0.3,8.4,33.7,1005,387,618,38.5,709,190,519,26.8,0.41
293,"Cal State Bakersfield Roadrunners",29,2240,100,1695,0.757,1713,621,1092,36.3,42.6,16.4,8.4,0.2,7.1,34,1003,405,598,40.4,710,216,494,30.4,0.41
294,"American University Eagles",30,2403,100,1812,0.754,1711,683,1028,39.9,43.6,20,10.6,0.27,8.2,36.3,1222,557,665,45.6,489,126,363,25.8,0.29
295,"Canisius Golden Griffins",31,2395,100,1871,0.781,1710,670,1040,39.2,45.9,20,10.2,0.26,7.1,35.6,1036,441,595,42.6,674,229,445,34,0.39
296,"Indiana University - Indianapolis Jaguars",30,2538,100,1930,0.76,1708,682,1026,39.9,44,21.7,13.6,0.37,10.8,36.8,1185,543,642,45.8,523,139,384,26.6,0.31
296,"Campbell Fighting Camels",32,2400,100,1946,0.811,1708,722,986,42.3,48.9,21,9.3,0.24,7.4,36.9,1016,496,520,48.8,692,226,466,32.7,0.41
298,"Quinnipiac Bobcats",31,2397,100,1833,0.765,1703,675,1028,39.6,44.2,20.2,10.1,0.27,7.1,36.2,1137,518,619,45.6,566,157,409,27.7,0.33
298,"Loyola (Chicago) Ramblers",31,2412,100,1930,0.8,1703,682,1021,40,46,19.9,10.9,0.29,8,37.1,1086,479,607,44.1,617,203,414,32.9,0.36
300,"Jacksonville Dolphins",31,2646,100,2015,0.762,1700,681,1019,40.1,44.6,23.4,14.6,0.42,11.4,37,1223,527,696,43.1,477,154,323,32.3,0.28
301,"Sacramento State Hornets",31,2410,100,1759,0.73,1697,637,1060,37.5,43.3,21.7,9.2,0.25,7,33.4,1081,441,640,40.8,616,196,420,31.8,0.36
302,"Northwestern State Demons",30,2425,100,1751,0.722,1693,630,1063,37.2,41.9,20.5,11.4,0.3,9.2,34.4,1143,472,671,41.3,550,158,392,28.7,0.32
302,"Denver Pioneers",30,2311,100,1931,0.836,1693,669,1024,39.5,46.9,16.8,11.7,0.3,9.2,37.3,850,420,430,49.4,843,249,594,29.5,0.5
304,"Coppin State Eagles",30,2378,100,1652,0.695,1692,581,1111,34.3,39.2,19,11.9,0.31,9.3,33.2,1071,418,653,39,621,163,458,26.2,0.37
305,"Harvard Crimson",28,2250,100,1919,0.853,1691,716,975,42.3,47.8,16.8,9.7,0.24,7.3,39.2,1099,532,567,48.4,592,184,408,31.1,0.35
306,"Stonehill College Skyhawks",30,2407,100,1564,0.65,1685,568,1117,33.7,38.6,22.7,8.2,0.22,5.9,30.4,1074,402,672,37.4,611,166,445,27.2,0.36
307,"Lehigh Mountain Hawks",30,2377,100,2051,0.863,1684,708,976,42,49.3,19.6,11.6,0.3,8.6,38.7,892,465,427,52.1,792,243,549,30.7,0.47
307,"Eastern Michigan Eagles",29,2381,100,1657,0.696,1684,619,1065,36.8,40.6,21.5,9.5,0.24,7.9,32.8,1171,488,683,41.7,513,131,382,25.5,0.3
309,"Utah Valley Wolverines",29,2385,100,1728,0.725,1683,628,1055,37.3,42.2,19.9,11.3,0.3,9.2,34.5,1085,462,623,42.6,598,166,432,27.8,0.36
310,"Northern Colorado Bears",31,2443,100,2008,0.822,1681,711,970,42.3,48.2,20.8,12.6,0.34,10.2,38.4,1111,513,598,46.2,570,198,372,34.7,0.34
311,"West Georgia Wolves",29,2399,100,1929,0.804,1679,722,957,43,48.2,20.8,11.1,0.29,8.8,38,1084,548,536,50.6,595,174,421,29.2,0.35
312,"Western Michigan Broncos",30,2314,100,1861,0.804,1678,667,1011,39.7,46.8,19.3,9.8,0.25,7.7,36,959,429,530,44.7,719,238,481,33.1,0.43
