Date,Opponent,Result,Attendance,GameID
01/11/2024,"('Auburn', '/teams/560603')",W 58-55,"('2,350', None)",3977833
01/14/2024,"('@ Mississippi St.', '/teams/560902')",L 57-69,"('7,101', None)",3978545
01/21/2024,"('@ Georgia', '/teams/560774')",W 69-59,"('3,646', None)",3979537
01/25/2024,"('Florida', '/teams/560757')",W 81-70,"('2,450', None)",3979865
01/28/2024,"('Tennessee', '/teams/561142')",W 80-75,"('3,863', None)",3980539
02/01/2024,"('@ Vanderbilt', '/teams/561187')",W 67-61,"('2,106', None)",3980888
02/04/2024,"('@ South Carolina', '/teams/561087')",L 56-85,"('18,000', None)",3981571
02/08/2024,"('Texas A&M', '/teams/561146')",L 53-72,"('2,599', None)",3981889
02/15/2024,"('@ Florida', '/teams/560757')",W 77-67 (1 OT),"('1,686', None)",3982874
02/18/2024,"('Mississippi St.', '/teams/560902')",W 75-71 (1 OT),"('4,736', None)",3983507
02/22/2024,"('Georgia', '/teams/560774')",W 73-51,"('2,505', None)",3983735
02/26/2024,"('@ Missouri', '/teams/560907')",W 66-45,"('4,140', None)",3984097
02/29/2024,"('@ Kentucky', '/teams/560835')",W 75-45,"('3,227', None)",3984302
03/03/2024,"('Arkansas', '/teams/560599')",W 87-43,"('3,353', None)",3984598
03/08/2024,"('#11 Florida @Greenville, SC (23-24 WBB SEC Tournament)', '/teams/560757')",W 84-74,"('8,377', None)",5249592
03/09/2024,"('#2 LSU @Greenville, SC (23-24 WBB SEC Tournament)', '/teams/560850')",L 67-75,"('12,784', None)",5249588
03/23/2024,"('#10 Marquette @Notre Dame, IN (23-24 WBB NCAA Division I Tournament)', '/teams/560870')",W 67-55,"('9,149', None)",5254168
03/25/2024,"('@#2 Notre Dame 23-24 WBB NCAA Division I Tournament', '/teams/560990')",L 56-71,"('7,882', None)",5254193
11/06/2023,"('Belmont', '/teams/560553')",W 72-61,"('5,336', None)",3970226
11/09/2023,"('Indiana St.', '/teams/560809')",W 98-57,"('3,800', None)",3970536
11/12/2023,"('@ Saint Louis', '/teams/561062')",L 85-93,"('2,276', None)",3971132
11/14/2023,"('North Ala.', '/teams/560572')",W 83-72,"('3,667', None)",3971409
11/20/2023,"('Southern Ind.', '/teams/561263')",W 96-62,"('3,471', None)",3972337
11/24/2023,"('Tennessee Tech @Daytona Beach, FL (23-24 WBB Daytona Beach Classic)', '/teams/561138')",W 66-65,"('250', None)",3972797
11/25/2023,"('Kent St. @Daytona Beach, Fla. (23-24 WBB Daytona Beach Classic)', '/teams/560833')",L 64-67,"('250', None)",3973011
11/30/2023,"('@ Virginia', '/teams/561198')",L 81-87 (1 OT),"('3,701', None)",3973519
12/02/2023,"('Southeast Mo. St.', '/teams/561097')",W 88-43,"('4,254', None)",3973725
12/06/2023,"('Missouri St.', '/teams/561116')",W 81-63,"('3,894', None)",3974384
12/09/2023,"('Kansas St. @St. Joseph, MO', '/teams/560829')",L 56-84,"('3,500', None)",3974901
12/17/2023,"('@ Illinois', '/teams/560805')",W 69-66,"('4,790', None)",3954576
12/21/2023,"('Kansas City', '/teams/560547')",W 85-42,"('4,152', None)",3976027
01/04/2024,"('@ LSU', '/teams/560850')",L 72-92,"('11,286', None)",3976978
01/07/2024,"('Alabama', '/teams/560582')",L 64-79,"('4,851', None)",3977524
01/11/2024,"('South Carolina', '/teams/561087')",L 57-81,"('4,533', None)",3977967
01/14/2024,"('@ Vanderbilt', '/teams/561187')",W 65-63,"('2,560', None)",3978507
01/18/2024,"('Georgia', '/teams/560774')",W 69-57,"('3,836', None)",3978984
01/21/2024,"('@ Kentucky', '/teams/560835')",L 71-76,"('3,665', None)",3979543
01/25/2024,"('Texas A&M', '/teams/561146')",L 67-69,"('3,864', None)",3980003
01/28/2024,"('Arkansas', '/teams/560599')",L 58-67,"('4,968', None)",3980547
02/04/2024,"('@ Tennessee', '/teams/561142')",L 69-80,"('9,190', None)",3981573
02/08/2024,"('@ South Carolina', '/teams/561087')",L 45-83,"('15,236', None)",3982009
02/11/2024,"('Auburn', '/teams/560603')",L 59-70,"('4,480', None)",3982573
02/18/2024,"('@ Arkansas', '/teams/560599')",L 68-75,"('5,927', None)",3983508
02/22/2024,"('@ Florida', '/teams/560757')",L 70-86,"('727', None)",3983658
02/26/2024,"('Ole Miss', '/teams/560906')",L 45-66,"('4,140', None)",3984097
02/29/2024,"('Vanderbilt', '/teams/561187')",L 61-68,"('4,071', None)",3984316
03/03/2024,"('@ Mississippi St.', '/teams/560902')",L 75-90,"('6,297', None)",3984596
03/06/2024,"('#11 Florida @Greenville, SC (23-24 WBB SEC Tournament)', '/teams/560757')",L 60-66,"('8,409', None)",5249603
11/06/2023,"('@ Rutgers', '/teams/561048')",L 51-56,"('1,403', None)",3728200
11/10/2023,"(""St. John's (NY)"", '/teams/561058')",W 74-69,"('921', None)",3970742
11/15/2023,"('Sacred Heart', '/teams/561051')",L 50-59,"('577', None)",3971598
11/19/2023,"('Massachusetts', '/teams/560880')",W 74-62,"('601', None)",3972245
11/22/2023,"('@ Providence', '/teams/561030')",L 40-57,"('515', None)",3972632
11/26/2023,"('Brown', '/teams/560629')",L 58-59,"('605', None)",3973115
12/02/2023,"('@ Rider', '/teams/561045')",W 62-42,"('572', None)",3973974
12/06/2023,"('@ American', '/teams/560590')",W 72-60,"('212', None)",3974407
12/11/2023,"('@ Lafayette', '/teams/560839')",W 68-47,"('432', None)",3975037
12/22/2023,"('Loyola Maryland', '/teams/560858')",W 63-50,"('597', None)",3976039
01/01/2024,"('Georgian Court', '/teams/561397')",W 91-51,"('479', None)",3976560
01/05/2024,"('William & Mary', '/teams/561221')",L 66-70,"('680', None)",3976982
01/07/2024,"('Campbell', '/teams/560665')",W 49-47,"('550', None)",3977483
01/14/2024,"('@ Col. of Charleston', '/teams/561242')",W 75-62,"('517', None)",3978493
01/19/2024,"('Elon', '/teams/561244')",L 60-65,"('391', None)",3978997
01/21/2024,"('@ Drexel', '/teams/560722')",W 63-55,"('637', None)",3979548
01/26/2024,"('@ Hampton', '/teams/560779')",W 69-61,"('682', None)",3980006
01/28/2024,"('@ William & Mary', '/teams/561221')",W 67-56,"('1,354', None)",3980538
02/02/2024,"('Towson', '/teams/561163')",W 64-53,"('870', None)",3981030
02/04/2024,"('Stony Brook', '/teams/561130')",L 62-78,"('1,781', None)",3981539
02/09/2024,"('@ Northeastern', '/teams/560973')",W 50-41,"('1,172', None)",3982044
02/11/2024,"('Delaware', '/teams/560715')",L 67-71,"('793', None)",3982556
02/16/2024,"('@ Campbell', '/teams/560665')",W 53-49,"('856', None)",3983007
02/18/2024,"('@ N.C. A&T', '/teams/560959')",W 80-76 (2 OT),"('1,048', None)",3983503
02/23/2024,"('Drexel', '/teams/560722')",W 61-55,"('696', None)",3983773
02/25/2024,"('Col. of Charleston', '/teams/561242')",W 73-63,"('816', None)",3984056
03/03/2024,"('@ Hofstra', '/teams/560788')",W 66-50,"('546', None)",3984591
03/07/2024,"('@ Towson', '/teams/561163')",W 70-64,"('825', None)",3984650
03/09/2024,"('UNCW', '/teams/560932')",W 65-53,"('706', None)",3984689
03/15/2024,"('#7 Drexel @Washington, DC (23-24 WBB CAA Tournament)', '/teams/560722')",L 56-58,"('900', None)",5250662
03/21/2024,"('@ Buffalo 23-24 WBB WNIT', '/teams/560636')",W 68-58,"('710', None)",5254450
03/25/2024,"('@ Duquesne 23-24 WBB WNIT', '/teams/560725')",L 65-69 (1 OT),"('1,625', None)",5254431
11/07/2023,"('BYU', '/teams/560627')",L 60-68,"('5,017', None)",3970332
11/10/2023,"('@ Arizona St.', '/teams/560594')",L 62-75,"('1,521', None)",3970705
11/14/2023,"('San Jose St.', '/teams/561075')",W 62-49,"('1,401', None)",3971399
11/19/2023,"('@ North Dakota', '/teams/560967')",W 60-53,"('1,169', None)",3972204
11/23/2023,"('New Mexico @Puerto Aventuras, Mexico (23-24 WBB Cancun Challenge)', '/teams/560948')",W 75-57,"('166', None)",3972686
11/24/2023,"('James Madison @Puerto Aventuras, Mexico (23-24 WBB Cancun Challenge)', '/teams/560827')",L 62-65,"('200', None)",3972801
12/02/2023,"('@ Portland', '/teams/561023')",L 64-73,"('525', None)",3974046
12/05/2023,"('@ Washington', '/teams/561205')",L 50-55,"('1,653', None)",3970491
12/08/2023,"(""@ Saint Mary's (CA)"", '/teams/561064')",L 53-59,"('271', None)",3974598
12/17/2023,"('Wyoming', '/teams/561233')",W 64-55,"('1,501', None)",3975513
12/21/2023,"('North Texas', '/teams/560969')",W 71-58,"('1,396', None)",3976026
12/29/2023,"('Idaho St.', '/teams/560799')",W 58-56,"('1,908', None)",3976190
12/31/2023,"('Weber St.', '/teams/561207')",W 57-43,"('1,701', None)",3976526
01/03/2024,"('North Dakota St.', '/teams/560965')",W 65-45,"('1,532', None)",3976628
01/06/2024,"('@ South Dakota St.', '/teams/561089')",L 53-61,"('1,843', None)",3977353
01/11/2024,"('@ Northern Ariz.', '/teams/560975')",L 73-88,"('207', None)",3977844
01/13/2024,"('@ Northern Colo.', '/teams/560977')",L 53-58,"('732', None)",3978351
01/20/2024,"('Montana', '/teams/560914')",W 64-55,"('2,813', None)",3979338
01/22/2024,"('@ Idaho St.', '/teams/560799')",L 53-62,"('714', None)",3979565
01/25/2024,"('Sacramento St.', '/teams/560652')",W 60-54,"('1,768', None)",3979983
01/27/2024,"('Portland St.', '/teams/561021')",W 71-50,"('2,361', None)",3980334
02/01/2024,"('@ Eastern Wash.', '/teams/560741')",W 62-61,"('539', None)",3980886
02/03/2024,"('@ Idaho', '/teams/560801')",W 51-46,"('1,168', None)",3981342
02/08/2024,"('Northern Colo.', '/teams/560977')",W 61-40,"('1,773', None)",3982005
02/10/2024,"('Northern Ariz.', '/teams/560975')",L 58-71,"('2,141', None)",3982381
02/17/2024,"('@ Montana', '/teams/560914')",L 50-72,"('3,955', None)",3983305
02/22/2024,"('@ Portland St.', '/teams/561021')",L 55-60,"('338', None)",3983723
02/24/2024,"('@ Sacramento St.', '/teams/560652')",W 55-51,"('455', None)",3983850
02/29/2024,"('Idaho', '/teams/560801')",L 53-58,"('1,678', None)",3984308
03/02/2024,"('Eastern Wash.', '/teams/560741')",L 50-52,"('2,007', None)",3984507
03/04/2024,"('@ Weber St.', '/teams/561207')",W 67-65,"('370', None)",3984617
03/11/2024,"('#5 Northern Colo. @Boise, ID (23-24 WBB Big Sky Tournament)', '/teams/560977')",W 47-44 (1 OT),"('2,073', None)",5250371
03/12/2024,"('#1 Eastern Wash. @Boise, ID (23-24 WBB Big Sky Tournament)', '/teams/560741')",L 39-56,"('1,900', None)",5250369
11/06/2023,"('Gonzaga', '/teams/560776')",L 70-83,"('2,603', None)",3970303
11/14/2023,"('Washington St.', '/teams/561203')",L 49-61,"('2,359', None)",3971392
11/20/2023,"('@ Grand Canyon', '/teams/561248')",W 76-71,"('523', None)",3972318
11/27/2023,"('Dickinson St.', None)",W 108-57,"('1,924', None)",3973195
12/06/2023,"('LMU (CA)', '/teams/560860')",W 82-68,"('5,911', None)",3974306
12/09/2023,"('Colorado St.', '/teams/560688')",L 69-78,"('2,411', None)",3974917
12/16/2023,"('@ Cal Poly', '/teams/560640')",W 67-65,"('752', None)",3975491
12/20/2023,"('@ San Diego 23-24 WBB USD Winter Classic', '/teams/561071')",W 72-52,"('232', None)",3975880
12/21/2023,"('UC San Diego @San Diego, CA (23-24 WBB USD Winter Classic)', '/teams/560566')",W 68-67,"('138', None)",3976007
12/29/2023,"('Weber St.', '/teams/561207')",W 87-71,"('2,637', None)",3976188
12/31/2023,"('Idaho St.', '/teams/560799')",W 66-55,"('2,392', None)",3976521
01/03/2024,"('South Dakota', '/teams/561093')",W 74-61,"('1,944', None)",3976792
01/06/2024,"('@ Omaha', '/teams/560936')",W 81-60,"('564', None)",3977393
01/11/2024,"('@ Northern Colo.', '/teams/560977')",L 57-67,"('587', None)",3977934
01/13/2024,"('@ Northern Ariz.', '/teams/560975')",W 89-84,"('392', None)",3978086
01/20/2024,"('@ Montana St.', '/teams/560912')",L 55-64,"('2,813', None)",3979338
01/22/2024,"('@ Weber St.', '/teams/561207')",W 87-55,"('280', None)",3979580
01/25/2024,"('Portland St.', '/teams/561021')",W 87-46,"('2,278', None)",3979979
01/27/2024,"('Sacramento St.', '/teams/560652')",W 84-57,"('2,781', None)",3980310
02/01/2024,"('@ Idaho', '/teams/560801')",W 79-68,"('1,271', None)",3980979
02/03/2024,"('@ Eastern Wash.', '/teams/560741')",L 56-61,"('592', None)",3981106
02/08/2024,"('Northern Ariz.', '/teams/560975')",L 60-69,"('2,157', None)",3982000
02/10/2024,"('Northern Colo.', '/teams/560977')",W 82-73,"('2,545', None)",3982360
02/17/2024,"('Montana St.', '/teams/560912')",W 72-50,"('3,955', None)",3983305
02/22/2024,"('@ Sacramento St.', '/teams/560652')",W 58-57,"('845', None)",3983736
02/24/2024,"('@ Portland St.', '/teams/561021')",W 76-65,"('439', None)",3983970
02/29/2024,"('Eastern Wash.', '/teams/560741')",L 55-56,"('3,495', None)",3984304
03/02/2024,"('Idaho', '/teams/560801')",W 64-48,"('3,597', None)",3984498
03/04/2024,"('@ Idaho St.', '/teams/560799')",W 67-65,"('947', None)",3984608
03/11/2024,"('#6 Idaho @Boise, ID (23-24 WBB Big Sky Tournament)', '/teams/560801')",W 73-61,"('2,073', None)",5250372
03/12/2024,"('#2 Northern Ariz. @Boise, ID (23-24 WBB Big Sky Tournament)', '/teams/560975')",L 67-74,"('1,900', None)",5250370
03/20/2024,"('Boise St. 23-24 WBB WNIT', '/teams/560617')",W 92-66,"('1,471', None)",5254407
03/25/2024,"('@ North Dakota St. 23-24 WBB WNIT', '/teams/560965')",L 63-72,"('2,254', None)",5254412
11/07/2023,"('@ Illinois', '/teams/560805')",L 61-81,"('2,680', None)",3954568
11/12/2023,"('@ Alabama', '/teams/560582')",L 44-85,"('2,033', None)",3971190
11/14/2023,"('@ Lipscomb', '/teams/560559')",L 73-77,"('123', None)",3971352
11/18/2023,"('Midway', None)",W 103-51,"('625', None)",3972018
11/22/2023,"('Ohio', '/teams/560996')",W 89-60,"('621', None)",3972599
11/25/2023,"('@ Presbyterian', '/teams/561252')",L 59-65,"('237', None)",3972932
11/30/2023,"('Marshall', '/teams/560872')",W 67-64,"('585', None)",3973581
12/03/2023,"('ETSU', '/teams/560730')",L 52-56,"('1,050', None)",3974147
12/11/2023,"('Wheeling', '/teams/561422')",W 53-49,"('1,000', None)",3975016
12/13/2023,"('@ Louisville', '/teams/560854')",L 48-74,"('7,086', None)",3975119
12/18/2023,"('Davis & Elkins', '/teams/561677')",W 83-28,"('465', None)",4472704
12/31/2023,"('@ Southeast Mo. St.', '/teams/561097')",W 64-61,"('647', None)",3976229
01/04/2024,"('Tennessee Tech', '/teams/561138')",L 56-79,"('748', None)",3976867
01/06/2024,"('Tennessee St.', '/teams/561137')",W 86-78,"('1,050', None)",3977168
01/11/2024,"('@ Eastern Ill.', '/teams/560732')",W 69-67,"('705', None)",3977861
01/13/2024,"('@ SIUE', '/teams/561105')",W 77-64,"('513', None)",3978242
01/18/2024,"('UT Martin', '/teams/561144')",W 56-38,"('475', None)",3978875
01/20/2024,"('@ Southern Ind.', '/teams/561263')",L 55-70,"('1,057', None)",3979168
01/27/2024,"('Western Ill.', '/teams/561213')",L 59-65,"('845', None)",3980187
02/01/2024,"('@ Tennessee St.', '/teams/561137')",L 58-71,"('527', None)",3980903
02/03/2024,"('@ Tennessee Tech', '/teams/561138')",W 65-53,"('859', None)",3981243
02/08/2024,"('SIUE', '/teams/561105')",W 69-66,"('1,010', None)",3981908
02/10/2024,"('Eastern Ill.', '/teams/560732')",L 103-105 (4 OT),"('1,158', None)",3982223
02/15/2024,"('@ Little Rock', '/teams/560601')",W 50-47,"('473', None)",3982890
02/17/2024,"('@ UT Martin', '/teams/561144')",L 54-70,"('1,194', None)",3983135
02/20/2024,"('Southern Ind.', '/teams/561263')",L 64-72,"('1,080', None)",3983533
02/22/2024,"('@ Western Ill.', '/teams/561213')",W 87-85 (2 OT),"('550', None)",3983663
02/29/2024,"('Southeast Mo. St.', '/teams/561097')",L 63-70,"('925', None)",3984227
03/02/2024,"('Lindenwood', '/teams/561261')",W 72-59,"('880', None)",3984436
03/06/2024,"('#8 Tennessee St. @Evansville, IN (23-24 WBB OVC Tournament)', '/teams/561137')",L 50-58,"('464', None)",5249393
11/06/2023,"('Washington Adventist', None)",W 59-57,"('876', None)",4470288
11/12/2023,"('Sacred Heart', '/teams/561051')",L 55-63,"('590', None)",3970813
11/16/2023,"('Notre Dame (MD)', '/teams/562103')",W 75-32,"('785', None)",3971623
11/18/2023,"('Davidson', '/teams/560706')",L 48-62,"('89', None)",3971858
11/23/2023,"('Campbell @San Juan, Puerto Rico (23-24 WBB Puerto Rico Classico)', '/teams/560665')",L 46-60,"('100', None)",3972670
11/24/2023,"('UNC Asheville @San Juan, PR (23-24 WBB Puerto Rico Classico)', '/teams/560925')",W 53-51,"('100', None)",3972767
11/29/2023,"('@ Towson', '/teams/561163')",L 69-80,"('614', None)",3973462
12/02/2023,"('@ Saint Francis (PA)', '/teams/561057')",L 59-69,"('269', None)",3973967
12/06/2023,"('@ South Carolina', '/teams/561087')",L 38-104,"('16,181', None)",3974439
12/09/2023,"('UMBC', '/teams/560874')",W 65-42,"('298', None)",3974634
12/17/2023,"('@ Stetson', '/teams/561128')",L 48-56,"('228', None)",3975507
12/19/2023,"('@ UCF', '/teams/560671')",L 41-67,"('787', None)",3975758
12/28/2023,"('@ Oregon St.', '/teams/561005')",L 51-80,"('3,561', None)",3976050
12/31/2023,"('@ Stanford', '/teams/561123')",L 38-98,"('2,751', None)",3976488
01/03/2024,"('Central Conn. St.', '/teams/560670')",W 68-65,"('137', None)",3976644
01/06/2024,"('@ UMES', '/teams/560878')",W 48-45,"('183', None)",3977340
01/08/2024,"('Delaware St.', '/teams/560713')",L 71-73 (1 OT),"('323', None)",3977548
01/20/2024,"('@ Coppin St.', '/teams/560697')",L 47-67,"('423', None)",3979272
01/27/2024,"('Howard', '/teams/560797')",L 51-54,"('2,700', None)",3980412
01/29/2024,"('@ Norfolk St.', '/teams/560957')",L 45-62,"('1,253', None)",3980584
02/03/2024,"('@ South Carolina St.', '/teams/561085')",W 65-59,"('450', None)",3981431
02/05/2024,"('@ N.C. Central', '/teams/560960')",L 65-66,"('942', None)",3981601
02/21/2024,"('UMES', '/teams/560878')",L 46-58,"('257', None)",3983389
02/24/2024,"('@ Howard', '/teams/560797')",L 47-70,"('850', None)",3983993
02/26/2024,"('Norfolk St.', '/teams/560957')",L 49-79,"('1,537', None)",3984096
02/29/2024,"('@ Delaware St.', '/teams/560713')",L 53-57,"('250', None)",3983521
03/02/2024,"('South Carolina St.', '/teams/561085')",W 61-29,"('1,157', None)",3984543
03/04/2024,"('N.C. Central', '/teams/560960')",L 58-63,"('1,987', None)",3984609
03/07/2024,"('Coppin St.', '/teams/560697')",L 45-65,"('1,073', None)",3984665
03/13/2024,"('#2 Howard @Norfolk, VA (23-24 WBB MEAC Tournament)', '/teams/560797')",L 44-49,"('6,000', None)",5250876
11/09/2023,"('@ Howard', '/teams/560797')",L 39-58,"('654', None)",3970541
11/15/2023,"('@ Navy', '/teams/561180')",W 67-59 (1 OT),"('302', None)",3971600
11/18/2023,"('Cornell', '/teams/560698')",L 47-52,"('1,163', None)",3972131
11/22/2023,"('@ FDU', '/teams/560748')",W 64-50,"('150', None)",3972606
11/29/2023,"('@ UMES', '/teams/560878')",L 52-69,"('183', None)",3973411
12/02/2023,"('@ Loyola Maryland', '/teams/560858')",L 42-63,"('321', None)",3973745
12/05/2023,"('Bucknell', '/teams/560634')",W 55-46,"('544', None)",3974275
12/09/2023,"('George Mason', '/teams/560762')",L 30-77,"('624', None)",3974685
12/16/2023,"('@ Fairfield', '/teams/560745')",L 44-62,"('612', None)",3975437
12/18/2023,"('Siena', '/teams/561081')",L 55-61,"('227', None)",3975676
12/22/2023,"('@ TCU', '/teams/561148')",L 34-87,"('2,271', None)",3976043
01/04/2024,"('@ Canisius', '/teams/560668')",L 49-62,"('2,196', None)",3976853
01/06/2024,"('@ Niagara', '/teams/560952')",L 61-72,"('346', None)",3977280
01/11/2024,"('Quinnipiac', '/teams/561034')",W 56-50,"('285', None)",3977953
01/18/2024,"('Marist', '/teams/560868')",L 44-45,"('427', None)",3978972
01/20/2024,"('@ Rider', '/teams/561045')",W 60-53,"('614', None)",3979489
01/25/2024,"(""@ Saint Peter's"", '/teams/561065')",W 52-49,"('0', None)",3979870
01/27/2024,"('Niagara', '/teams/560952')",L 63-80,"('1,284', None)",3980311
02/01/2024,"('Iona', '/teams/560814')",W 55-48,"('304', None)",3981006
02/03/2024,"('@ Manhattan', '/teams/560866')",L 60-67,"('317', None)",3981128
02/08/2024,"('Rider', '/teams/561045')",W 64-43,"('367', None)",3981905
02/10/2024,"('Canisius', '/teams/560668')",W 70-56,"('482', None)",3982198
02/15/2024,"('@ Quinnipiac', '/teams/561034')",W 54-45,"('389', None)",3982951
02/17/2024,"('Fairfield', '/teams/560745')",L 59-61,"('391', None)",3983307
02/22/2024,"('@ Marist', '/teams/560868')",W 72-57,"('710', None)",3983755
02/24/2024,"('@ Iona', '/teams/560814')",L 56-62,"('690', None)",3983854
02/29/2024,"('Manhattan', '/teams/560866')",W 58-43,"('532', None)",3984305
03/02/2024,"('@ Siena', '/teams/561081')",L 56-65,"('858', None)",3984559
03/09/2024,"(""Saint Peter's"", '/teams/561065')",W 56-46,"('463', None)",3984700
03/12/2024,"('#11 Marist @Atlantic City, NJ (23-24 WBB MAAC Tournament)', '/teams/560868')",W 60-47,"('1,005', None)",5250495
03/14/2024,"('#3 Siena @Atlantic City, NJ (23-24 WBB MAAC Tournament)', '/teams/561081')",L 57-80,"('875', None)",5250492
11/10/2023,"('@ Arkansas', '/teams/560599')",L 79-82,"('11,026', None)",3970569
11/14/2023,"('Cumberland (TN)', None)",W 121-63,"('2,317', None)",3971303
11/17/2023,"('@ Indiana', '/teams/560811')",L 79-112,"('8,432', None)",3954589
11/21/2023,"('Bellarmine', '/teams/561171')",W 108-78,"('1,431', None)",3972408
