#,Name,P,MP,GS,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,PF,DQ,Tech Fouls,teamId,opponentId,gameId
6.0,Mariama Sow,F,7:04,,0,4,0,1,0,0,0,0,2,2,1,2,0,0,2,0,0,591954,591773,5725952
23.0,Zsófia Telegdy,F,31:40,,12,20,1,4,0,0,25,3,1,4,2,4,2,2,3,0,0,591954,591773,5725952
1.0,Destiny Adams,F,24:15,,3,11,1,5,7,8,14,3,5,8,3,4,3,1,4,0,0,591878,591798,5730094
4.0,Antonia Bates,F,31:02,,2,6,1,4,0,0,5,0,3,3,3,1,3,2,1,0,0,591878,591798,5730094
54.0,Chyna Cornwell,F,36:29,,9,12,0,0,3,5,21,7,8,15,0,0,0,1,1,0,0,591878,591798,5730094
14.0,JoJo Lacey,G,32:56,,6,12,2,7,0,0,14,3,2,5,1,3,2,0,4,0,0,591878,591798,5730094
32.0,Kiyomi McMiller,G,3:35,,2,2,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,591878,591798,5730094
22.0,Zachara Perkins,F,30:26,,4,7,0,2,3,4,11,0,0,0,3,2,0,0,3,0,0,591878,591798,5730094
3.0,Mya Petticord,G,14:41,,3,7,1,4,0,0,7,0,2,2,2,0,0,0,2,0,0,591878,591798,5730094
2.0,Lisa Thompson,G,21:55,,2,8,0,1,5,8,9,2,7,9,1,3,0,0,4,0,0,591878,591798,5730094
44.0,Janae Walker,F,4:41,,0,3,0,0,0,0,0,3,1,4,0,1,0,0,1,0,0,591878,591798,5730094
21.0,Nitzan Amar,G,37:51,,3,17,1,8,1,2,8,0,3,3,7,1,1,0,4,0,0,591798,591878,5730094
0.0,Brianna Davis,G,7:33,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,591798,591878,5730094
23.0,Ines Gimenez Monserrat,G,30:44,,5,12,3,8,6,6,19,4,2,6,3,4,1,0,3,0,0,591798,591878,5730094
25.0,Petra Juric,F,35:41,,4,8,0,1,3,4,11,1,5,6,1,2,3,2,4,0,0,591798,591878,5730094
6.0,Kristina Juric,F,10:42,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,591798,591878,5730094
1.0,Hana Muhl,G,36:32,,9,14,6,8,4,6,28,1,4,5,6,3,2,0,3,0,0,591798,591878,5730094
14.0,Alexis Rosenfeld,F,2:20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591798,591878,5730094
4.0,Tegan Young,F,14:14,,2,4,1,3,0,0,5,0,0,0,1,1,2,0,3,0,0,591798,591878,5730094
9.0,Leyla Öztürk,F,24:23,,4,8,0,0,0,1,8,1,4,5,1,1,0,1,5,1,0,591798,591878,5730094
23.0,Mya Babbitt,G,16:05,,0,5,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,591991,591780,5723846
12.0,Jenna Batsch,G,38:58,,3,11,0,3,2,2,8,0,4,4,1,6,0,1,2,0,0,591991,591780,5723846
15.0,Bridget Dunn,F,35:55,,0,3,0,3,1,2,1,1,9,10,1,1,0,5,1,0,0,591991,591780,5723846
4.0,Journey Hildebrand,G,11:01,,4,6,0,2,1,1,9,1,1,2,0,1,0,0,1,0,0,591991,591780,5723846
5.0,Bianca Juzzo,F,0:17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591991,591780,5723846
2.0,Meghan Murray,G,17:04,,1,2,0,1,0,0,2,1,1,2,0,2,0,0,2,0,0,591991,591780,5723846
0.0,Kaley Perkins,G,29:37,,3,12,0,5,2,2,8,1,3,4,2,1,2,0,0,0,0,591991,591780,5723846
30.0,Riley Rismiller,F,28:14,,3,6,0,2,14,15,20,0,3,3,1,1,0,0,0,0,0,591991,591780,5723846
1.0,Tatiana Thomas,F,22:49,,3,9,0,0,2,2,8,2,4,6,0,3,0,1,4,0,0,591991,591780,5723846
5.0,Ashanti Barnes,F,25:12,,6,11,0,1,1,2,13,1,5,6,2,1,0,0,2,0,0,591780,591991,5723846
14.0,Annalicia Goodman,F,15:17,,0,1,0,0,0,0,0,1,3,4,0,1,1,1,4,0,0,591780,591991,5723846
25.0,Jamia Hazell,G,26:30,,5,11,1,2,4,5,15,1,2,3,0,2,0,0,1,0,0,591780,591991,5723846
35.0,Kseniia Kozlova,C,26:58,,5,14,0,2,1,2,11,3,2,5,0,1,1,1,4,0,0,591780,591991,5723846
0.0,Peyton McDaniel,G,30:56,,1,9,0,5,0,0,2,4,6,10,3,1,7,1,2,0,0,591780,591991,5723846
3.0,Alonna Poole,G,0:59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591780,591991,5723846
11.0,Bree Robinson,G,24:07,,1,4,0,2,0,0,2,1,1,2,0,1,0,0,1,0,0,591780,591991,5723846
2.0,Roshala Scott,G,22:11,,7,16,2,6,3,3,19,0,4,4,0,0,0,0,2,0,0,591780,591991,5723846
21.0,Zakiya Stephenson,G,19:57,,1,3,0,0,3,6,5,1,2,3,4,2,0,0,2,0,0,591780,591991,5723846
10.0,Angela Williams,F,7:53,,0,2,0,0,0,0,0,3,0,3,0,2,0,0,3,0,0,591780,591991,5723846
10.0,Shay Ciezki,G,34:30,,3,11,0,3,1,1,7,1,2,3,4,3,2,0,2,0,0,591774,591693,5731326
23.0,Sharnecce Currie-Jelks,F,2:29,,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,591774,591693,5731326
12.0,Yarden Garzon,G,29:22,,5,12,4,8,2,2,16,1,2,3,3,1,3,0,1,0,0,591774,591693,5731326
15.0,Valentyna Kadlecova,G,3:32,,1,2,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,591774,591693,5731326
20.0,Julianna LaMendola,G,15:58,,1,3,0,1,1,2,3,1,1,2,2,1,0,0,0,0,0,591774,591693,5731326
52.0,Lilly Meister,F,20:55,,4,7,0,1,5,5,13,3,3,6,1,1,2,0,1,0,0,591774,591693,5731326
22.0,Chloe Moore-McNeil,G,28:53,,1,2,0,0,0,0,2,0,4,4,5,4,0,0,0,0,0,591774,591693,5731326
33.0,Sydney Parrish,G,29:11,,8,14,1,6,3,5,20,1,9,10,2,3,3,2,2,0,0,591774,591693,5731326
21.0,Henna Sandvik,G,20:44,,1,1,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,591774,591693,5731326
11.0,Karoline Striplin,F,12:23,,6,8,0,1,5,5,17,1,4,5,1,1,1,0,3,0,0,591774,591693,5731326
31.0,Faith Wiseman,F,2:03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591774,591693,5731326
25.0,Gianna Aiello,C,17:48,,0,0,0,0,0,2,0,1,6,7,0,2,1,0,5,1,0,591693,591774,5731326
21.0,Grace Arnolie,G,28:38,,3,14,2,9,0,0,8,1,1,2,2,4,0,0,0,0,0,591693,591774,5731326
14.0,Mady Calhoun,G,4:51,,1,2,1,2,0,0,3,0,0,0,0,0,0,0,3,0,0,591693,591774,5731326
8.0,Sela Klein,G,4:50,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,591693,591774,5731326
22.0,Mackenzie Leahy,G,18:13,,0,3,0,2,0,0,0,1,0,1,1,1,0,0,1,0,0,591693,591774,5731326
4.0,Isabella Mauricio,G,31:20,,6,14,2,4,1,1,15,1,2,3,4,6,1,0,2,0,0,591693,591774,5731326
15.0,Elizabeth Nelson,F,15:12,,2,3,0,1,0,0,4,1,2,3,2,1,1,0,3,0,0,591693,591774,5731326
33.0,Aima Ofunrein,F,16:49,,4,5,0,0,0,2,8,1,0,1,0,0,1,0,3,0,0,591693,591774,5731326
2.0,Gia Powell,G,28:51,,3,11,3,11,0,0,9,0,0,0,1,2,0,0,2,0,0,591693,591774,5731326
5.0,Olivia Young,G,33:28,,4,8,3,7,2,4,13,0,2,2,0,2,0,1,3,0,0,591693,591774,5731326
15.0,Maria Arrebola,F,9:56,,3,5,2,3,0,0,8,0,0,0,0,0,0,0,3,0,0,591723,591913,5722748
12.0,Marija Avlijas,G,13:53,,2,4,0,1,1,4,5,1,0,1,0,0,2,0,3,0,0,591723,591913,5722748
3.0,Cecelia Collins,G,28:50,,6,12,1,3,2,2,15,1,3,4,1,1,2,0,2,0,0,591723,591913,5722748
10.0,Kitty Henderson,G,30:40,,7,12,2,4,1,1,17,2,6,8,7,0,3,1,3,0,0,591723,591913,5722748
21.0,Marta Jaama,C,11:05,,1,4,0,1,0,1,2,4,4,8,1,5,2,0,3,0,0,591723,591913,5722748
30.0,Emiy Montes,G,4:01,,1,3,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,591723,591913,5722748
1.0,Perri Page,G,31:33,,3,10,0,4,2,2,8,4,8,12,3,1,2,1,2,0,0,591723,591913,5722748
0.0,Susie Rafiu,F,23:28,,3,6,1,2,0,0,7,2,0,2,1,4,1,0,3,0,0,591723,591913,5722748
11.0,Nasi Simmons,G,8:24,,1,2,0,0,1,2,3,1,0,1,0,0,0,0,0,0,0,591723,591913,5722748
42.0,Blau Tor,F,7:57,,0,0,0,0,2,3,2,2,1,3,2,0,0,0,4,0,0,591723,591913,5722748
24.0,Riley Weiss,G,30:13,,5,14,4,9,4,4,18,1,2,3,3,2,2,0,2,0,0,591723,591913,5722748
3.0,Janay Brantley,G,32:09,,4,10,0,2,1,1,9,2,4,6,1,4,3,1,2,0,0,591913,591723,5722748
33.0,Elizabeth Field,F,7:19,,1,2,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,591913,591723,5722748
23.0,Lauren Filien,F,25:01,,0,1,0,1,0,0,0,0,4,4,0,1,0,4,3,0,0,591913,591723,5722748
2.0,Zaida Gonzalez,G,29:54,,4,10,0,3,3,3,11,0,2,2,1,3,3,0,0,0,0,591913,591723,5722748
15.0,Shamarla King,G,28:18,,1,7,0,1,1,2,3,1,2,3,2,3,0,0,1,0,0,591913,591723,5722748
12.0,Dallysshya Moreno,F,18:46,,2,5,0,0,0,3,4,3,1,4,0,5,0,0,3,0,0,591913,591723,5722748
0.0,Chloe Oliver,G,15:15,,1,3,0,1,0,0,2,0,0,0,0,1,0,0,3,0,0,591913,591723,5722748
1.0,Devyn Scott,G,10:37,,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,591913,591723,5722748
5.0,Breauna Ware,G,28:40,,3,9,0,0,6,8,12,0,2,2,0,1,0,0,2,0,0,591913,591723,5722748
30.0,Khalis Whiting,G,4:01,,0,0,0,0,4,6,4,0,0,0,0,0,0,0,1,0,0,591913,591723,5722748
1.0,Marina Asensio,G,40:00,,3,8,0,3,2,2,8,0,4,4,7,4,1,1,1,0,0,591955,591677,5722991
10.0,D'Myjah Bolds,F,17:11,,4,6,0,0,0,2,8,1,4,5,0,1,0,0,0,0,0,591955,591677,5722991
23.0,Evyn Carrier,C,18:41,,2,8,0,0,1,2,5,0,3,3,0,5,1,0,4,0,0,591955,591677,5722991
5.0,Artemis Kouki,G,22:11,,4,7,1,2,2,3,11,0,5,5,3,0,1,0,2,0,0,591955,591677,5722991
13.0,Vinyet Morato,G,24:53,,5,6,0,0,2,2,12,1,1,2,1,3,1,0,1,0,0,591955,591677,5722991
25.0,Sarah Rekowski,F,5:14,,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,591955,591677,5722991
3.0,Hannah Spitzley,G,38:35,,4,7,2,5,5,6,15,0,8,8,1,1,2,1,4,0,0,591955,591677,5722991
11.0,Megan Wagner,G,33:16,,0,1,0,1,0,0,0,1,2,3,4,3,0,0,1,0,0,591955,591677,5722991
0.0,Shaunae Brown,G,23:18,,2,6,2,5,0,0,6,0,1,1,2,0,0,0,2,0,0,591677,591955,5722991
14.0,Annaliese Griffin,G,27:16,,4,11,1,4,2,3,11,2,1,3,0,0,1,0,1,0,0,591677,591955,5722991
12.0,Mimi McCollister,G,14:39,,0,5,0,2,0,0,0,0,0,0,2,3,1,0,2,0,0,591677,591955,5722991
25.0,Kennedie Montue,G,20:25,,3,8,2,7,1,3,9,2,1,3,0,1,0,0,3,0,0,591677,591955,5722991
24.0,Kyanna Morgan,G,25:30,,2,10,1,5,0,0,5,2,3,5,1,1,3,0,3,0,0,591677,591955,5722991
2.0,Wynter Rogers,G,12:40,,1,2,0,0,0,0,2,1,2,3,0,0,1,0,1,0,0,591677,591955,5722991
1.0,Crislyn Rose,G,25:21,,6,12,3,5,0,0,15,0,4,4,3,5,1,1,3,0,0,591677,591955,5722991
30.0,Nissa Sam-Grant,C,3:41,,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,591677,591955,5722991
21.0,Zyion Shannon,G,20:24,,1,5,0,3,0,0,2,2,0,2,1,1,0,0,2,0,0,591677,591955,5722991
23.0,Bella Weary,G,20:43,,1,4,0,2,0,0,2,0,2,2,1,2,0,0,3,0,0,591677,591955,5722991
3.0,Lezhauria Williams,G,6:03,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,591677,591955,5722991
21.0,Chelsy Bautista,F,15:50,,2,6,0,0,0,0,4,2,4,6,1,2,2,0,2,0,0,591807,591824,5731481
2.0,Ariana Bennett,F,23:00,,2,4,0,0,4,6,8,2,1,3,0,2,2,1,4,0,0,591807,591824,5731481
7.0,Aliyah Collins,G,22:56,,7,8,0,0,0,0,14,0,1,1,4,3,0,0,0,0,0,591807,591824,5731481
9.0,Nahawa Diarra,G,33:22,,4,8,1,1,1,2,10,0,3,3,3,2,2,0,2,0,0,591807,591824,5731481
25.0,Talia Harris,G,17:04,,2,3,0,0,0,0,4,0,2,2,5,2,1,0,1,0,0,591807,591824,5731481
15.0,Aspen Johnson,G,21:03,,4,6,0,0,4,4,12,0,4,4,0,0,1,0,0,0,0,591807,591824,5731481
4.0,Hanna Knoll,G,4:46,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591807,591824,5731481
23.0,Ashlee Locke,F,26:40,,6,10,0,0,2,2,14,0,10,10,4,3,0,1,1,0,0,591807,591824,5731481
41.0,Zenia Palaska,F,9:32,,0,1,0,1,2,2,2,0,0,0,0,2,1,0,0,0,0,591807,591824,5731481
12.0,Kayla Smith,G,15:03,,0,1,0,1,0,0,0,1,1,2,0,0,0,0,2,0,0,591807,591824,5731481
8.0,Ioanna Stefanaki,G,5:27,,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,591807,591824,5731481
24.0,Stephanie Utomi,G,5:17,,2,3,0,0,1,3,5,0,1,1,0,0,0,0,0,0,0,591807,591824,5731481
10.0,Skylar Bailey,G,20:12,,2,3,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,591824,591807,5731481
23.0,Laney Bone,F,7:31,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,591824,591807,5731481
21.0,Sydney Burris,F,8:39,,0,3,0,0,0,0,0,1,1,2,0,1,1,0,1,0,0,591824,591807,5731481
3.0,Trinity Fields,G,14:20,,1,3,0,0,1,2,3,0,0,0,3,2,0,0,0,0,0,591824,591807,5731481
20.0,Dakota McCaughan,G,19:22,,2,8,1,6,0,0,5,0,1,1,2,1,2,0,0,0,0,591824,591807,5731481
5.0,Nycerra Minnis,F,7:16,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,591824,591807,5731481
30.0,Deb Orianegbena,F,12:30,,1,3,0,1,1,2,3,0,3,3,0,0,2,0,2,0,0,591824,591807,5731481
0.0,LaImani Simmons,G,17:55,,2,4,0,2,5,6,9,1,0,1,0,3,1,0,3,0,0,591824,591807,5731481
12.0,Alana Swift,G,13:20,,3,6,0,0,1,4,7,0,0,0,1,4,2,0,3,0,0,591824,591807,5731481
15.0,Briauna Thompson,F,8:36,,2,4,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,591824,591807,5731481
1.0,Jordan Tuff,G,27:01,,2,5,1,2,1,1,6,1,2,3,0,1,1,0,0,0,0,591824,591807,5731481
13.0,Jazlyn Ware,F,3:50,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,591824,591807,5731481
2.0,Taylor Wilkins,G,14:09,,2,4,1,3,0,0,5,0,1,1,0,1,1,0,1,0,0,591824,591807,5731481
45.0,Abigail Wilson,F,25:19,,2,4,0,0,2,2,6,0,4,4,0,2,1,1,2,0,0,591824,591807,5731481
22.0,Paige Clausen,F,3:56,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,591749,591746,5736553
9.0,Alexia Dizeko,F,20:13,,3,5,0,1,0,0,6,1,3,4,2,1,0,0,0,0,0,591749,591746,5736553
21.0,Eriny Kindred,G,10:30,,1,4,0,0,4,4,6,3,3,6,1,0,2,0,3,0,0,591749,591746,5736553
24.0,Ra Shaya Kyle,C,25:26,,7,13,0,0,3,5,17,1,5,6,3,2,0,3,1,0,0,591749,591746,5736553
23.0,Liv McGill,G,26:26,,4,12,1,2,5,5,14,1,4,5,6,0,1,0,1,0,0,591749,591746,5736553
12.0,Daviane Mindoudi,G,7:39,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,591749,591746,5736553
3.0,Alexia Mobley,F,21:09,,0,3,0,0,0,4,0,4,3,7,3,2,3,3,3,0,0,591749,591746,5736553
8.0,Me'Arah O'Neal,F,19:37,,2,8,1,7,2,2,7,2,3,5,1,0,0,2,2,0,0,591749,591746,5736553
6.0,Kenza Salgues,G,34:05,,4,9,3,7,0,0,11,1,3,4,1,2,1,0,1,0,0,591749,591746,5736553
20.0,Jeriah Warren,G,30:59,,7,12,4,7,3,4,21,0,2,2,2,0,1,2,3,0,0,591749,591746,5736553
3.0,Kristina Godfrey,G,9:56,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,591746,591749,5736553
8.0,Stefanie Ingram,G,30:04,,4,12,2,6,2,4,12,0,5,5,2,3,0,0,2,0,0,591746,591749,5736553
11.0,Ta'Ziah Jenks,G,23:09,,2,5,1,3,0,0,5,1,2,3,0,1,1,0,2,0,0,591746,591749,5736553
33.0,Emaya Lewis,F,5:13,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,591746,591749,5736553
24.0,Sydney Mains,G,9:51,,0,2,0,2,0,0,0,1,3,4,0,0,0,0,2,0,0,591746,591749,5736553
23.0,Jada Moore,G,29:51,,7,14,0,0,4,8,18,2,2,4,2,1,1,0,0,0,0,591746,591749,5736553
21.0,Maria Myklebust,F,16:51,,1,4,0,3,0,0,2,0,1,1,0,2,0,0,1,0,0,591746,591749,5736553
1.0,Mya Perry,G,24:02,,2,6,2,4,0,0,6,0,5,5,1,2,0,0,1,0,0,591746,591749,5736553
6.0,Erin Rodgers,G,16:16,,3,9,1,1,2,2,9,2,0,2,0,2,0,0,2,0,0,591746,591749,5736553
12.0,Alana Rouser,F,22:47,,1,8,0,1,0,2,2,7,5,12,0,0,2,0,3,0,0,591746,591749,5736553
13.0,Evie Van Der Woude,C,12:00,,0,1,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,591746,591749,5736553
3.0,Sofia Bell,G,26:11,,3,8,3,8,0,0,9,0,0,0,2,0,1,0,2,0,0,591862,591981,5731583
4.0,Nani Falatea,G,3:13,,1,3,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,591862,591981,5731583
2.0,Katie Fiso,G,15:20,,1,6,0,1,0,0,2,1,2,3,3,1,0,0,0,0,0,591862,591981,5731583
25.0,Deja Kelly,G,29:58,,3,10,1,3,3,4,10,0,7,7,8,1,0,0,1,0,0,591862,591981,5731583
15.0,Phillipina Kyei,C,10:18,,1,3,0,0,1,2,3,1,2,3,1,0,0,1,1,0,0,591862,591981,5731583
14.0,Ari Long,G,10:09,,3,5,2,4,0,0,8,2,2,4,1,0,0,0,2,0,0,591862,591981,5731583
8.0,Elisa Mevius,G,23:26,,5,10,3,4,1,2,14,1,5,6,3,0,3,0,1,0,0,591862,591981,5731583
5.0,Amina Muhammad,F,17:48,,2,4,0,0,3,6,7,0,4,4,2,2,3,0,4,0,0,591862,591981,5731583
23.0,Sarah Rambus,F,14:30,,4,5,0,0,2,3,10,1,2,3,2,0,0,0,1,0,0,591862,591981,5731583
10.0,Peyton Scott,G,21:42,,5,10,2,5,4,5,16,0,2,2,1,0,1,0,1,0,0,591862,591981,5731583
13.0,Filippa Tilliander,F,1:21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591862,591981,5731583
11.0,Sammie Wagner,G,6:12,,1,2,1,2,0,0,3,0,2,2,0,0,0,0,0,0,0,591862,591981,5731583
1.0,Alexis Whitfield,F,19:52,,4,7,1,3,0,0,9,3,5,8,0,0,1,0,2,0,0,591862,591981,5731583
13.0,Nia Anderson,G,6:55,,2,5,1,3,0,0,5,1,1,2,1,0,0,0,0,0,0,591981,591862,5731583
5.0,Filipa Barros,G,24:58,,4,8,1,3,0,0,9,0,2,2,3,2,0,0,1,0,0,591981,591862,5731583
8.0,Nhug Bosch Duran,G,21:45,,1,3,0,2,0,0,2,0,1,1,2,3,0,0,2,0,0,591981,591862,5731583
10.0,Claudia Fiel,G,27:37,,1,5,1,3,2,2,5,0,5,5,5,3,0,0,1,0,0,591981,591862,5731583
14.0,Emma Johansson,C,22:36,,5,9,3,6,0,2,13,1,9,10,0,1,0,1,1,0,0,591981,591862,5731583
27.0,CeCe Legaspi,G,12:56,,2,3,1,2,1,2,6,0,1,1,0,0,0,0,2,0,0,591981,591862,5731583
32.0,Hailey Long,F,5:47,,0,2,0,1,0,0,0,0,1,1,0,1,0,0,2,0,0,591981,591862,5731583
3.0,Shawnee Nordstrom,G,22:47,,2,10,1,7,0,0,5,1,2,3,3,1,0,0,2,0,0,591981,591862,5731583
33.0,Grace Schmidt,F,19:45,,6,7,0,1,4,4,16,0,3,3,0,5,1,0,4,0,0,591981,591862,5731583
21.0,Anaiyah Tu'ua,G,21:06,,1,3,0,1,0,2,2,0,7,7,2,1,1,0,2,0,0,591981,591862,5731583
22.0,Sydney White,G,13:48,,0,2,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,591981,591862,5731583
30.0,Maryam Dauda,F,4:14,,0,2,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,592003,591811,5732292
8.0,Joyce Edwards,F,29:25,,3,10,0,0,4,6,10,3,4,7,1,2,2,1,2,0,0,592003,591811,5732292
20.0,Sania Feagin,F,10:56,,0,2,0,0,2,2,2,0,0,0,0,1,0,1,2,0,0,592003,591811,5732292
12.0,MiLaysia Fulwiley,G,15:09,,2,10,0,4,0,0,4,1,1,2,2,2,0,2,1,0,0,592003,591811,5732292
23.0,Bree Hall,G,21:49,,3,6,1,3,0,0,7,0,4,4,1,0,1,0,2,0,0,592003,591811,5732292
25.0,Raven Johnson,G,30:05,,0,8,0,5,2,4,2,3,4,7,3,1,0,2,0,0,0,592003,591811,5732292
5.0,Tessa Johnson,G,24:48,,6,12,3,6,0,0,15,1,1,2,1,0,1,0,2,0,0,592003,591811,5732292
21.0,Chloe Kitts,F,30:35,,7,14,0,2,5,5,19,5,9,14,0,3,1,1,2,0,0,592003,591811,5732292
0.0,Te-Hina Paopao,G,28:25,,4,10,1,4,0,2,9,1,0,1,4,1,2,0,3,0,0,592003,591811,5732292
15.0,Adhel Tac,F,4:34,,0,1,0,0,0,2,0,2,1,3,0,0,0,0,0,0,0,592003,591811,5732292
2.0,Macy Brown,G,2:10,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,591811,592003,5732292
55.0,Yulia Grabovskaia,C,17:22,,1,2,0,0,0,2,2,4,3,7,0,1,0,2,3,0,0,591811,592003,5732292
10.0,Jordan Hobbs,G,32:52,,6,22,5,16,2,2,19,0,8,8,2,3,1,1,4,0,0,591811,592003,5732292
3.0,Mila Holloway,G,32:09,,1,9,0,0,0,0,2,1,3,4,4,6,0,0,4,0,0,591811,592003,5732292
11.0,Greta Kampschroeder,G,23:29,,1,4,1,3,0,0,3,2,4,6,3,1,0,0,4,0,0,591811,592003,5732292
1.0,Olivia Olson,G,36:09,,2,12,0,1,1,2,5,0,5,5,2,2,1,1,2,0,0,591811,592003,5732292
5.0,Brooke Q. Daniels,G,6:58,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,591811,592003,5732292
12.0,Syla Swords,G,36:01,,9,19,2,6,7,9,27,6,6,12,2,1,1,0,2,0,0,591811,592003,5732292
21.0,Ally VanTimmeren,F,12:50,,2,3,0,0,0,0,4,3,1,4,0,0,1,0,2,0,0,591811,592003,5732292
1.0,Logann Alvar,F,12:41,,0,0,0,0,0,2,0,1,3,4,0,0,0,1,2,0,0,591962,591722,5731718
5.0,Tess Barnes,F,35:40,,3,9,2,6,5,6,13,0,7,7,1,5,1,0,2,0,0,591962,591722,5731718
45.0,Allyson Fertig,C,27:19,,7,11,0,0,4,5,18,3,2,5,0,0,0,2,4,0,0,591962,591722,5731718
25.0,Mikyn Hamlin,G,7:56,,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,591962,591722,5731718
2.0,Emily Mellema,G,33:36,,4,13,0,1,0,2,8,1,4,5,2,3,4,1,4,0,0,591962,591722,5731718
3.0,Payton Muma,G,2:56,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,591962,591722,5731718
14.0,Kati Ollilainen,G,17:27,,1,2,0,1,0,0,2,0,3,3,1,1,0,0,1,0,0,591962,591722,5731718
12.0,Malene Pedersen,G,31:42,,1,8,0,4,0,0,2,0,4,4,4,2,0,1,0,0,0,591962,591722,5731718
11.0,Madi Symons,F,4:20,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,591962,591722,5731718
30.0,Ola Ustowska,G,26:23,,3,5,1,3,0,0,7,0,1,1,3,2,0,0,3,0,0,591962,591722,5731718
17.0,Tabitha Betson,F,14:07,,1,9,0,4,0,0,2,2,3,5,0,1,0,0,0,0,0,591722,591962,5731718
11.0,Nyamer Diew,F,33:32,,2,7,0,0,4,4,8,1,5,6,1,0,1,1,3,0,0,591722,591962,5731718
12.0,Lior Garzon,F,34:49,,7,14,1,4,5,6,20,2,1,3,2,1,3,1,2,0,0,591722,591962,5731718
1.0,Ayianna Johnson,F,15:16,,3,9,0,0,0,2,6,2,1,3,1,0,0,0,1,0,0,591722,591962,5731718
14.0,Jade Masogayo,F,19:38,,3,9,0,0,2,4,8,0,3,3,0,0,1,0,4,0,0,591722,591962,5731718
2.0,Kennedy Sanders,G,10:36,,0,1,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,591722,591962,5731718
9.0,Sara-Rose Smith,G,32:00,,3,9,0,2,0,2,6,3,8,11,1,1,0,0,2,0,0,591722,591962,5731718
21.0,Johanna Teder,G,16:28,,1,1,0,0,1,2,3,0,0,0,0,2,0,0,1,0,0,591722,591962,5731718
15.0,Kindyll Wetta,G,23:34,,1,3,0,0,1,4,3,3,3,6,5,3,1,0,5,1,0,591722,591962,5731718
2.0,Brooke Carlson,G,13:41,,3,7,0,1,0,0,6,0,1,1,0,1,2,0,0,0,0,591721,591890,5732089
5.0,Jadyn Fife,F,1:57,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,591721,591890,5732089
1.0,Kloe Froebe,G,14:02,,0,3,0,1,0,0,0,1,2,3,0,2,0,0,3,0,0,591721,591890,5732089
0.0,Kaylee Headrick,F,8:09,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,591721,591890,5732089
14.0,Marta Leimane,G,26:32,,1,11,0,0,1,2,3,0,2,2,4,0,0,2,4,0,0,591721,591890,5732089
30.0,Hannah Ronsiek,G,38:03,,5,10,3,7,0,0,13,0,8,8,2,2,0,1,1,0,0,591721,591890,5732089
21.0,Emma Ronsiek,F,40:00,,5,14,2,8,6,8,18,2,2,4,3,1,0,0,0,0,0,591721,591890,5732089
