#,Name,P,MP,GS,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,PF,DQ,Tech Fouls,teamId,opponentId,gameId
32.0,Raven Thompson,F,19:48,,3,7,0,1,3,3,9,2,4,6,1,2,0,0,2,0,0,591717,591990,5736437
1.0,Rakisha Ballinger,G,16:32,,0,8,0,1,2,2,2,1,3,4,0,3,2,1,0,0,0,591990,591717,5736437
33.0,Amaya Barnes,F,2:20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591990,591717,5736437
10.0,Diaka Berete,G,11:36,,1,3,0,2,2,2,4,0,1,1,0,1,0,1,2,0,0,591990,591717,5736437
30.0,Zoe Cooper,F,26:26,,0,5,0,0,0,0,0,0,3,3,0,0,1,0,3,0,0,591990,591717,5736437
5.0,Jaileyah Cotton,G,28:29,,3,8,1,2,2,4,9,1,6,7,3,2,4,0,0,0,0,591990,591717,5736437
3.0,Taleah Dilworth,G,34:58,,7,11,0,2,0,1,14,1,1,2,0,2,1,1,1,0,0,591990,591717,5736437
34.0,Joy Dua,C,1:44,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591990,591717,5736437
14.0,Arianna Durrell,G,9:12,,0,2,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,591990,591717,5736437
35.0,Jakiylah Esco,C,9:23,,1,2,0,0,0,0,2,1,1,2,0,2,1,0,4,0,0,591990,591717,5736437
4.0,Zaria Glover,G,16:36,,2,10,2,7,0,0,6,0,3,3,0,2,2,0,3,0,0,591990,591717,5736437
11.0,Tierney Kelsey,G,23:19,,2,5,0,1,0,0,4,0,1,1,1,0,0,0,1,0,0,591990,591717,5736437
24.0,Ruthie Mbugua,C,16:17,,1,5,1,3,0,0,3,0,1,1,0,0,0,0,3,0,0,591990,591717,5736437
44.0,Shalance Montoya,C,3:08,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591990,591717,5736437
11.0,Brooke Baisley,G,4:11,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,591689,591846,5734500
94.0,SiSi Bentley,F,15:24,,2,5,0,0,2,2,6,2,1,3,0,3,0,0,2,0,0,591689,591846,5734500
21.0,Audrey Ericksen,G,21:04,,1,3,1,3,0,0,3,0,4,4,1,0,0,1,0,0,0,591689,591846,5734500
33.0,Inez Gallegos,F,23:55,,3,7,0,1,0,0,6,1,2,3,0,1,1,1,2,0,0,591689,591846,5734500
10.0,Alex Giannaros,G,30:47,,8,12,5,8,2,2,23,0,5,5,0,3,0,0,2,0,0,591689,591846,5734500
5.0,Aoibhe Gormley,G,26:42,,2,6,0,0,4,4,8,1,6,7,6,1,1,1,0,0,0,591689,591846,5734500
8.0,Aina Grane Torres,G,6:58,,1,2,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,591689,591846,5734500
18.0,Hildur Gunnsteinsdóttir,G,5:30,,0,0,0,0,2,2,2,1,0,1,0,0,0,1,2,0,0,591689,591846,5734500
4.0,Natalie Jasper,G,2:01,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591689,591846,5734500
12.0,Bella McLaughlin,G,12:09,,0,4,0,1,1,2,1,0,1,1,1,0,0,0,2,0,0,591689,591846,5734500
14.0,Inés Monteagudo,G,17:36,,0,3,0,2,0,0,0,0,2,2,0,2,1,0,0,0,0,591689,591846,5734500
42.0,Allison Schwertner,F,17:11,,2,7,0,0,3,4,7,0,3,3,0,2,1,1,3,0,0,591689,591846,5734500
23.0,Channing Warren,F,16:32,,0,1,0,0,1,2,1,1,4,5,0,3,0,1,3,0,0,591689,591846,5734500
20.0,Sophia Carlisle,F,3:02,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,591846,591689,5734500
14.0,Taylor Holohan,F,30:41,,2,6,0,1,0,0,4,1,8,9,1,1,4,0,1,0,0,591846,591689,5734500
2.0,Abigail Jegede,G,29:48,,6,11,0,1,7,8,19,1,3,4,2,4,3,0,3,0,0,591846,591689,5734500
11.0,Oralye Kiefer,F,20:26,,1,7,0,4,0,0,2,0,1,1,0,1,0,1,3,0,0,591846,591689,5734500
25.0,Natalie Larrañaga,G,18:55,,3,14,0,2,0,0,6,1,1,2,2,1,0,0,2,0,0,591846,591689,5734500
24.0,Asha Parker,F,20:45,,1,3,0,1,0,0,2,1,2,3,2,2,0,0,4,0,0,591846,591689,5734500
33.0,Maria Sánchez Pitarch,G,20:00,,1,5,0,0,0,0,2,0,0,0,0,1,1,0,2,0,0,591846,591689,5734500
22.0,Maddie Vizza,G,28:32,,1,4,1,4,0,0,3,1,4,5,0,0,0,0,1,0,0,591846,591689,5734500
1.0,Bailey Williams,G,27:51,,3,8,0,3,4,6,10,0,0,0,2,2,0,0,1,0,0,591846,591689,5734500
22.0,Alli Campbell,G,29:45,,3,5,1,1,0,0,7,0,4,4,6,1,2,1,0,0,0,591865,591695,5733921
0.0,Gabby Elliott,G,26:17,,3,8,1,3,2,4,9,2,4,6,3,1,3,0,0,0,0,591865,591695,5733921
7.0,Grace Hall,F,15:53,,4,5,0,0,5,6,13,0,2,2,2,2,1,1,1,0,0,591865,591695,5733921
24.0,Jill Jekot,G,8:13,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591865,591695,5733921
5.0,Tamera Johnson,F,16:51,,2,2,1,1,0,0,5,0,2,2,1,0,3,2,2,0,0,591865,591695,5733921
44.0,Gracie Merkle,C,23:33,,8,18,0,0,5,9,21,9,4,13,1,6,0,4,2,0,0,591865,591695,5733921
3.0,Moriah Murray,G,32:30,,9,20,8,16,2,2,28,1,3,4,1,0,3,0,0,0,0,591865,591695,5733921
12.0,Jayla Oden,G,16:42,,0,4,0,1,0,0,0,0,0,0,2,2,0,0,2,0,0,591865,591695,5733921
1.0,Cam Rust,F,2:51,,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,0,0,591865,591695,5733921
10.0,Vitoria Santana,G,5:08,,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,591865,591695,5733921
2.0,Shaelyn Steele,G,5:02,,0,1,0,1,0,0,0,1,1,2,2,0,0,0,0,0,0,591865,591695,5733921
20.0,Talayah Walker,G,17:14,,1,2,0,1,5,5,7,1,5,6,2,2,0,0,1,0,0,591865,591695,5733921
2.0,Isabella Casey,G,0:51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591695,591865,5733921
23.0,Tuana Coskun,F,30:26,,3,10,0,4,1,2,7,2,3,5,2,1,2,0,2,0,0,591695,591865,5733921
7.0,Julia Heiden,F,0:33,,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,591695,591865,5733921
0.0,Elena Houghton,F,9:55,,3,4,0,0,0,0,6,2,0,2,3,0,0,0,2,0,0,591695,591865,5733921
10.0,Isabella King,F,21:58,,3,9,3,6,0,0,9,0,2,2,0,3,1,1,0,0,0,591695,591865,5733921
21.0,Anna Kunzwiler,G,33:27,,4,9,3,6,0,0,11,0,3,3,3,6,0,0,2,0,0,591695,591865,5733921
1.0,Ashley O'Connor,G,18:39,,0,1,0,0,0,0,0,0,3,3,3,2,0,0,1,0,0,591695,591865,5733921
22.0,Sophia Sabino,G,27:03,,3,8,2,4,2,3,10,0,0,0,5,6,2,0,1,0,0,591695,591865,5733921
12.0,Ashley Sofilkanich,F,14:00,,1,6,0,2,2,2,4,0,1,1,0,1,0,1,5,1,0,591695,591865,5733921
33.0,Elana Weisman,G,16:05,,4,6,0,0,0,0,8,1,4,5,2,1,1,0,5,1,0,591695,591865,5733921
20.0,Reese Zemitis,G,27:04,,4,8,4,7,0,0,12,1,1,2,0,0,1,0,1,0,0,591695,591865,5733921
21.0,Reese Ericson,G,38:04,,2,9,2,8,0,0,6,0,2,2,2,0,1,0,2,0,0,591935,591725,5740531
13.0,Trinity Hardy,G,28:16,,2,5,1,2,5,6,10,3,4,7,4,2,0,0,5,1,0,591935,591725,5740531
33.0,Fiona Hastick,G,40:00,,7,14,1,4,3,4,18,0,4,4,1,2,1,0,2,0,0,591935,591725,5740531
35.0,Soleil Montrose,G,9:03,,0,2,0,0,2,2,2,0,1,1,0,2,0,0,2,0,0,591935,591725,5740531
30.0,Kya Smith,F,34:10,,4,9,0,0,2,3,10,4,5,9,2,1,1,0,4,0,0,591935,591725,5740531
20.0,Camryn Tade,G,32:51,,2,6,1,2,2,2,7,0,4,4,2,3,1,2,2,0,0,591935,591725,5740531
23.0,Sam Tillson,F,2:47,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591935,591725,5740531
22.0,Taylor Wilson,F,13:20,,0,2,0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,591935,591725,5740531
3.0,Brooke Wilson,G,1:29,,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,591935,591725,5740531
2.0,Paige Engels,G,22:28,,1,2,0,0,1,2,3,0,3,3,0,1,1,0,1,0,0,591725,591935,5740531
22.0,Clarke Jackson,G,34:50,,5,7,0,0,6,6,16,2,1,3,2,4,1,0,3,0,0,591725,591935,5740531
5.0,Rachel Kaus,G,21:01,,7,9,1,1,0,0,15,1,2,3,0,1,0,1,5,1,0,591725,591935,5740531
0.0,Azareya Kilgoe,G,28:11,,5,13,2,3,3,4,15,0,0,0,1,0,0,0,1,0,0,591725,591935,5740531
21.0,Kelsey Langston,G,40:00,,0,1,0,0,1,2,1,0,4,4,3,2,1,0,4,0,0,591725,591935,5740531
32.0,Emily Pape,F,36:28,,1,11,1,4,0,0,3,2,10,12,2,2,1,0,1,0,0,591725,591935,5740531
24.0,Summer Parker-Hall,F,17:02,,2,3,0,1,3,3,7,0,4,4,0,3,0,0,5,1,0,591725,591935,5740531
3.0,Georgia Amoore,G,30:02,,2,8,1,6,6,7,11,0,6,6,10,2,1,0,3,0,0,591783,591656,5734934
8.0,Tanah Becker,G,7:22,,2,2,1,1,0,0,5,0,0,0,0,0,0,0,1,0,0,591783,591656,5734934
4.0,Lexi Blue,G,9:24,,2,6,0,2,0,0,4,1,1,2,2,0,2,0,1,0,0,591783,591656,5734934
11.0,Gabby Brooks,G,7:32,,1,4,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,591783,591656,5734934
32.0,Amelia Hassett,F,30:18,,5,8,4,7,0,1,14,1,8,9,2,2,2,1,2,0,0,591783,591656,5734934
7.0,Teonni Key,F,25:35,,6,11,0,1,2,3,14,1,8,9,5,1,1,3,4,0,0,591783,591656,5734934
10.0,Dazia Lawrence,G,24:21,,3,8,1,2,2,3,9,0,0,0,2,2,1,0,1,0,0,591783,591656,5734934
5.0,Cassidy Rowe,G,16:07,,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,591783,591656,5734934
17.0,Clara Silva,C,23:13,,6,6,0,0,2,2,14,5,2,7,2,0,0,6,3,0,0,591783,591656,5734934
13.0,Clara Strack,C,20:40,,7,11,0,3,8,9,22,1,5,6,2,2,2,2,3,0,0,591783,591656,5734934
2.0,Saniah Tyler,G,5:26,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,591783,591656,5734934
22.0,Gracie Barnes,G,12:05,,1,3,0,1,0,0,2,0,0,0,0,4,0,0,2,0,0,591656,591783,5734934
42.0,Emma Blair,G,7:35,,1,3,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,591656,591783,5734934
0.0,Zora Fray-Chinn,G,11:23,,1,3,1,2,2,2,5,0,0,0,0,0,0,0,4,0,0,591656,591783,5734934
25.0,Cassie Gallagher,G,23:40,,2,7,0,2,0,0,4,1,3,4,2,0,0,1,1,0,0,591656,591783,5734934
21.0,Rebekah Gordon,F,17:36,,4,7,0,0,0,0,8,2,2,4,0,4,0,0,4,0,0,591656,591783,5734934
3.0,Gwen Jenkins,G,18:47,,1,3,0,1,0,0,2,0,3,3,2,1,0,0,0,0,0,591656,591783,5734934
35.0,Aubrie Kierscht,G,11:20,,1,5,0,3,0,0,2,0,0,0,0,1,0,0,1,0,0,591656,591783,5734934
1.0,Jeni Levine,G,20:47,,2,8,0,1,0,2,4,1,0,1,1,1,1,0,3,0,0,591656,591783,5734934
12.0,Cali Levine,G,13:39,,0,1,0,1,0,0,0,0,2,2,1,0,0,1,1,0,0,591656,591783,5734934
33.0,AC Markham,F,23:26,,3,5,2,3,0,0,8,2,4,6,2,5,0,0,1,0,0,591656,591783,5734934
15.0,Ava Miller,F,11:01,,0,3,0,1,1,2,1,0,2,2,0,0,0,0,1,0,0,591656,591783,5734934
34.0,Vera Soderblom,F,20:22,,1,10,0,0,3,7,5,3,0,3,1,1,0,0,0,0,0,591656,591783,5734934
2.0,Macy Wike,G,8:19,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591656,591783,5734934
23.0,Makayla Andrews,G,32:43,,8,16,0,2,8,9,24,1,2,3,0,6,0,0,3,0,0,591753,591732,5732387
7.0,Filipa Calisto,G,21:56,,1,4,0,2,0,0,2,1,4,5,1,0,1,0,3,0,0,591753,591732,5732387
3.0,Miriam Diala,F,2:53,,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,591753,591732,5732387
20.0,Maxine Engel,G,10:23,,2,4,2,4,2,2,8,1,2,3,0,0,0,0,1,0,0,591753,591732,5732387
4.0,Sara Lewis,F,35:51,,2,6,1,3,2,2,7,0,8,8,4,3,0,0,3,0,0,591753,591732,5732387
13.0,Caia Loving,F,1:37,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591753,591732,5732387
11.0,Morgan Matthews,G,1:43,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591753,591732,5732387
40.0,Paige Mott,F,19:35,,0,1,0,0,0,2,0,2,5,7,1,2,0,1,2,0,0,591753,591732,5732387
27.0,Mariona Planes Fortuny,C,19:23,,4,7,0,0,6,8,14,2,4,6,0,1,0,0,3,0,0,591753,591732,5732387
1.0,Gabby Reynolds,G,31:29,,7,10,1,3,2,2,17,0,2,2,3,3,1,0,4,0,0,591753,591732,5732387
12.0,Kamari Sims,G,22:27,,3,5,0,0,0,3,6,0,4,4,5,2,0,1,1,0,0,591753,591732,5732387
10.0,Alieghya Bartholomew,G,30:37,,3,6,2,2,6,6,14,1,4,5,4,0,3,0,0,0,0,591732,591753,5732387
21.0,Ande'a Cherisier,C,19:25,,5,13,0,0,1,1,11,2,4,6,0,2,0,1,5,1,0,591732,591753,5732387
2.0,Tara Cousins,G,35:05,,4,14,3,5,2,2,13,0,1,1,0,3,0,0,2,0,0,591732,591753,5732387
0.0,Rebecca Demeke,G,20:07,,4,7,3,6,1,2,12,0,0,0,0,1,0,0,4,0,0,591732,591753,5732387
1.0,Michelle Ojo,F,10:12,,0,2,0,0,1,4,1,0,1,1,0,2,0,0,5,1,0,591732,591753,5732387
12.0,Jiya Perry,G,12:41,,2,5,1,1,0,0,5,1,2,3,0,1,1,1,1,0,0,591732,591753,5732387
13.0,Arantxa Portalez,F,17:06,,1,4,0,0,0,0,2,2,2,4,1,0,0,1,0,0,0,591732,591753,5732387
3.0,Ella Wanzer,G,21:30,,0,4,0,4,0,0,0,0,2,2,1,0,1,1,2,0,0,591732,591753,5732387
23.0,Chloe Wilson,F,33:18,,3,9,0,3,2,4,8,1,3,4,1,4,1,0,4,0,0,591732,591753,5732387
2.0,Kaitlyn Ammons,F,11:00,,2,6,2,6,0,0,6,0,2,2,2,2,1,0,0,0,0,591736,591999,5734343
11.0,Mackenzie Blackford,G,9:59,,1,3,1,2,0,0,3,0,0,0,0,0,0,1,1,0,0,591736,591999,5734343
22.0,Kiandra Browne,F,22:54,,2,6,1,3,0,0,5,0,5,5,2,1,1,0,1,0,0,591736,591999,5734343
12.0,Raymi Coueta,G,14:44,,3,3,0,0,0,1,6,2,1,3,2,0,1,0,2,0,0,591736,591999,5734343
7.0,Reina Green,G,9:43,,1,3,1,3,0,0,3,1,1,2,1,1,1,0,1,0,0,591736,591999,5734343
0.0,Gabby Hutcherson,F,17:23,,1,5,0,2,1,2,3,0,3,3,3,3,0,2,4,0,0,591736,591999,5734343
1.0,Jerni Kiaku,G,22:32,,4,9,0,1,2,2,10,0,4,4,0,0,0,0,1,0,0,591736,591999,5734343
30.0,Andjela Matic,G,29:03,,0,2,0,2,6,6,6,0,3,3,1,1,1,0,0,0,0,591736,591999,5734343
4.0,Megan McConnell,G,36:03,,10,16,4,8,0,4,24,1,2,3,5,1,2,0,2,0,0,591736,591999,5734343
20.0,Kellie McConnell,G,0:33,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591736,591999,5734343
23.0,Nadia Moore,G,21:33,,3,5,3,4,1,2,10,1,2,3,0,1,1,0,5,1,0,591736,591999,5734343
3.0,Faith Walker,G,4:33,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,591736,591999,5734343
3.0,Tabitha Amanze,F,16:16,,3,4,0,0,0,0,6,2,3,5,2,2,0,0,5,1,0,591999,591736,5734343
10.0,Skye Belker,G,35:25,,5,11,4,9,0,0,14,2,0,2,3,3,0,0,2,0,0,591999,591736,5734343
24.0,Mari Bickley,G,5:01,,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,591999,591736,5734343
13.0,Ashley Chea,G,28:45,,1,9,1,7,0,0,3,1,4,5,5,2,1,0,3,0,0,591999,591736,5734343
22.0,Parker Hill,F,18:53,,1,2,0,1,0,0,2,2,4,6,2,1,0,0,4,0,0,591999,591736,5734343
2.0,Olivia Hutcherson,G,22:30,,2,5,0,1,2,2,6,0,5,5,1,1,0,1,2,0,0,591999,591736,5734343
12.0,Cristina Parrella,G,13:36,,2,5,2,4,1,2,7,0,0,0,2,3,0,0,1,0,0,591999,591736,5734343
23.0,Madison St. Rose,G,38:53,,7,23,3,9,5,5,22,6,6,12,2,2,2,0,1,0,0,591999,591736,5734343
15.0,Fadima Tall,G,16:50,,1,4,0,2,4,4,6,3,5,8,0,0,0,0,1,0,0,591999,591736,5734343
44.0,Katie Thiers,F,3:51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591999,591736,5734343
21.0,Andrea Daley,G,28:53,,3,12,0,3,7,10,13,4,7,11,3,1,3,0,0,0,0,591688,591785,5736465
13.0,Tatum Greene,G,19:17,,3,7,0,1,0,0,6,0,4,4,1,0,2,1,1,0,0,591688,591785,5736465
2.0,Kaylah Ivey,G,27:03,,4,8,4,6,3,3,15,0,1,1,9,2,0,0,0,0,0,591688,591785,5736465
23.0,Kennedi Jackson,F,26:31,,10,16,0,1,0,0,20,6,7,13,0,2,0,1,1,0,0,591688,591785,5736465
12.0,Deborah Mukeba Kasanda,C,4:32,,0,2,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,591688,591785,5736465
10.0,Nene Ndiaye,F,21:31,,3,5,0,0,0,0,6,1,3,4,0,4,2,3,3,0,0,591688,591785,5736465
1.0,JaKayla Thompson,G,5:41,,1,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,591688,591785,5736465
30.0,T'yana Todd,G,30:17,,7,12,3,4,0,0,17,0,1,1,2,1,2,0,2,0,0,591688,591785,5736465
0.0,Athena Tomlinson,G,12:57,,0,3,0,2,0,0,0,0,0,0,1,1,2,0,1,0,0,591688,591785,5736465
24.0,Dontavia Waggoner,G,23:18,,2,3,0,0,2,4,6,2,2,4,2,0,1,0,2,0,0,591688,591785,5736465
1.0,Abby Antognoli,G,30:51,,5,16,4,8,0,0,14,2,4,6,3,5,2,0,1,0,0,591785,591688,5736465
44.0,Brynn Beffert,F,4:12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591785,591688,5736465
10.0,Tasha Chudy,F,23:27,,1,2,0,0,0,0,2,1,2,3,2,0,0,0,3,0,0,591785,591688,5736465
15.0,Kay Donahue,G,19:23,,5,7,2,3,2,2,14,0,4,4,2,1,0,0,2,0,0,591785,591688,5736465
4.0,Kylie Favours,G,6:44,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,591785,591688,5736465
12.0,Teresa Kiewiet,G,21:26,,2,4,0,1,0,0,4,0,2,2,0,1,1,0,0,0,0,591785,591688,5736465
23.0,Jordyn Mays,F,2:50,,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,591785,591688,5736465
24.0,Sauda Ntaconayigize,G,32:03,,3,10,2,6,0,0,8,1,4,5,2,3,1,0,0,0,0,591785,591688,5736465
22.0,Rosie Scognamiglio,G,12:04,,2,4,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,591785,591688,5736465
2.0,Emma Shields,F,12:59,,1,2,0,0,0,0,2,2,2,4,1,1,0,0,3,0,0,591785,591688,5736465
32.0,Halee Smith,G,17:39,,0,7,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,591785,591688,5736465
0.0,Talia Zurinskas,G,16:22,,1,7,0,0,2,2,4,0,0,0,2,4,0,0,0,0,0,591785,591688,5736465
21.0,Kiley Capstraw,G,15:02,,1,7,0,1,3,4,5,0,1,1,0,2,0,0,2,0,0,591964,591817,5731182
22.0,Marisa Chapman,G,39:10,,8,13,0,1,1,3,17,5,7,12,3,5,1,1,3,0,0,591964,591817,5731182
24.0,Mackenzie Egger,G,39:28,,11,19,3,4,0,2,25,2,7,9,1,2,2,1,3,0,0,591964,591817,5731182
11.0,Ana Guillen,F,31:50,,3,8,0,1,0,0,6,3,1,4,1,1,1,1,3,0,0,591964,591817,5731182
0.0,Avery Lee,G,27:49,,1,5,0,3,1,4,3,0,2,2,4,0,1,0,2,0,0,591964,591817,5731182
23.0,Lola Lesmond,G,7:47,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,591964,591817,5731182
3.0,Christen McCann,G,7:01,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591964,591817,5731182
1.0,Ciniya Moore,G,6:05,,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,591964,591817,5731182
10.0,Ke'iara Odume,G,17:27,,3,6,2,2,0,2,8,0,1,1,0,1,1,0,2,0,0,591964,591817,5731182
20.0,Grace Thybulle,F,8:21,,0,4,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,591964,591817,5731182
8.0,Dayshawna Carter,G,22:15,,2,7,0,0,4,7,8,2,2,4,0,1,0,1,1,0,0,591817,591964,5731182
13.0,Divine Dibula,F,9:08,,2,5,0,0,2,4,6,3,3,6,0,1,0,0,0,0,0,591817,591964,5731182
2.0,Taisha Exanor,F,24:05,,5,14,0,5,0,0,10,1,8,9,0,5,1,0,4,0,0,591817,591964,5731182
23.0,Ella Farrelly,F,36:05,,4,5,0,1,1,2,9,3,4,7,0,5,1,4,2,0,0,591817,591964,5731182
22.0,Jaye Haynes,G,33:28,,2,10,0,4,4,4,8,1,2,3,0,4,0,0,1,0,0,591817,591964,5731182
24.0,Belle Kranbuhl,C,21:52,,1,4,0,0,1,2,3,2,3,5,1,0,1,2,3,0,0,591817,591964,5731182
4.0,Kemari Reynolds,G,19:03,,0,1,0,0,3,4,3,0,3,3,0,1,0,0,3,0,0,591817,591964,5731182
33.0,Damaris Rodriguez,G,34:04,,7,13,0,1,0,0,14,2,0,2,2,2,3,0,1,0,0,591817,591964,5731182
25.0,Sarah Cernugel,G,9:18,,1,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,591997,592223,5728654
3.0,Hannah Hidalgo,G,33:39,,7,14,0,3,5,6,19,3,6,9,2,5,6,0,3,0,0,591997,592223,5728654
20.0,Liatu King,F,32:59,,11,13,0,0,2,5,24,4,7,11,1,1,2,2,2,0,0,591997,592223,5728654
13.0,Kate Koval,F,29:52,,9,11,0,0,0,0,18,2,5,7,3,5,0,5,3,0,0,591997,592223,5728654
5.0,Olivia Miles,G,32:19,,8,12,1,2,3,3,20,0,10,10,10,3,3,0,1,0,0,591997,592223,5728654
8.0,Cassandre Prosper,G,31:40,,7,14,1,4,2,3,17,3,2,5,1,2,0,2,2,0,0,591997,592223,5728654
2.0,Emma Risch,G,30:13,,2,10,1,8,0,0,5,1,4,5,3,1,2,2,2,0,0,591997,592223,5728654
24.0,Quinn Borroni,G,9:26,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,592223,591997,5728654
22.0,Grace Clary,G,17:30,,2,4,0,2,1,2,5,1,3,4,0,0,0,1,3,0,0,592223,591997,5728654
33.0,Ella Cupka,G,6:51,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,592223,591997,5728654
11.0,Alena Fusetti,G,7:55,,0,1,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,592223,591997,5728654
32.0,Erica Hall,F,12:37,,1,4,0,1,0,0,2,1,1,2,0,2,0,0,4,0,0,592223,591997,5728654
10.0,Cici Hernandez,G,29:14,,3,10,2,4,0,0,8,0,2,2,1,2,0,0,3,0,0,592223,591997,5728654
34.0,Bailey Kuhns,F,32:06,,7,21,1,3,5,6,20,2,1,3,1,4,2,0,3,0,0,592223,591997,5728654
13.0,Maria McConnell,G,8:21,,2,2,1,1,0,0,5,0,0,0,1,0,0,0,1,0,0,592223,591997,5728654
3.0,Allyson Ross,G,20:48,,4,9,1,3,0,0,9,0,2,2,1,5,1,0,2,0,0,592223,591997,5728654
20.0,Grace Strickland,G,15:15,,1,7,0,2,1,2,3,0,3,3,1,3,1,0,1,0,0,592223,591997,5728654
5.0,Jenna Van Schaik,G,32:49,,2,7,0,0,3,4,7,2,2,4,2,2,2,0,0,0,0,592223,591997,5728654
15.0,Ava Waid,G,7:08,,1,2,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,592223,591997,5728654
1.0,Asia Avinger,G,22:42,,3,4,0,1,2,2,8,0,3,3,6,2,5,0,5,1,0,591758,591840,5735001
24.0,Indya Davis,G,17:02,,3,5,1,2,0,0,7,2,2,4,2,2,0,0,1,0,0,591758,591840,5735001
23.0,Summer Davis,G,21:10,,4,10,3,6,0,0,11,0,5,5,4,1,1,1,0,0,0,591758,591840,5735001
30.0,Amiya Evans,F,23:01,,5,9,0,0,0,0,10,8,2,10,0,3,0,1,4,0,0,591758,591840,5735001
10.0,De'Mauri Flournoy,G,27:18,,3,15,2,10,0,0,8,0,3,3,3,1,2,0,3,0,0,591758,591840,5735001
12.0,Roxane Makolo,G,24:49,,3,5,0,0,4,4,10,1,3,4,3,2,0,0,1,0,0,591758,591840,5735001
0.0,Trinity Turner,G,21:28,,4,8,1,1,6,6,15,0,6,6,0,2,3,0,1,0,0,591758,591840,5735001
4.0,Miyah Verse,F,23:45,,3,12,0,0,3,8,9,4,6,10,0,0,2,0,0,0,0,591758,591840,5735001
33.0,Mia Woolfolk,F,18:45,,4,10,0,0,10,10,18,7,6,13,0,1,0,0,2,0,0,591758,591840,5735001
15.0,Dianna Blake,F,24:44,,2,4,0,1,0,0,4,0,4,4,0,0,1,0,0,0,0,591840,591758,5735001
5.0,Kyla Bryant,G,36:50,,6,16,2,7,4,6,18,1,4,5,1,5,0,0,3,0,0,591840,591758,5735001
3.0,Morgan Callahan,F,37:46,,4,12,0,0,0,0,8,0,9,9,2,7,2,1,3,0,0,591840,591758,5735001
1.0,Jada Creech,F,0:59,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591840,591758,5735001
33.0,Nijah Cunningham,C,0:48,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591840,591758,5735001
10.0,Shakiria Foster,G,27:13,,3,8,2,4,1,2,9,0,1,1,0,1,1,0,3,0,0,591840,591758,5735001
13.0,Terriana Gray,G,31:57,,2,9,0,1,1,2,5,0,1,1,6,3,1,0,3,0,0,591840,591758,5735001
21.0,Bradyn Griffin,F,4:09,,1,3,0,0,0,1,2,0,0,0,1,1,0,0,3,0,0,591840,591758,5735001
